DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,"1,2,4,5-TETRABROMOBENZENE (1,2,4,5-TBB)",1-METHYLNAPHTHALENE,2-CHLORONAPHTHALENE,2-METHYLNAPHTHALENE,7-ISOPROPYL-1-METHYLPHENANTHRENE (RETENE),ACENAPHTHENE,ACENAPHTHYLENE,ALDRIN,ALKALINITY TOTAL CACO3,ALPHA-BENZENE HEXACHLORIDE OR ALPHA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),ALPHA-CHLORDANE,ALPHA-ENDOSULFAN,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC TOTAL,B-HEXACHLOROCYCLOHEXANE (B-HCH),BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BENZO(A)ANTHRACENE,BENZO(A)PHENANTHRENE OR CHRYSENE,BENZO(A)PYRENE,BENZO(B)FLUORANTHENE,BENZO(E)PYRENE,"BENZO(G,H,I)PERYLENE",BENZO(K)FLUORANTHENE,BENZOPHENANTHRENE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BETA-ENDOSULFAN,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CIS-NONACHLOR,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DELTA-BENZENE HEXACHLORIDE OR DELTA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),"DIBENZO(A,H)ANTHRACENE OR DIBENZ(A,H)ANTHRACENE",DIBENZOTHIOPHENE (DBT),DIELDRIN,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ENDRIN,ENDRIN KETONE AS A SURROGATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FLUORANTHENE,FLUORENE,FLUORENE-D10,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GALLIUM DISSOLVED,GALLIUM TOTAL,GAMMA-BENZENE HEXACHLORIDE OR GAMMA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH) OR LINDANE,GAMMA-CHLORDANE,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL (CALCD.) CACO3,HEPTACHLOR,HEPTACHLOR EPOXIDE,HEXACHLOROBENZENE,HEXACHLOROBUTADIENE,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDENE,"INDENO(1,2,3-C,D)PYRENE",INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MERCURY TOTAL,MIREX,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NAPHTHALENE,NAPHTHALENE-D8,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM TOTAL,NITRATE (AS N),NITRATE AND NITRITE (AS N),NITRITE (AS N),NITRITE AND NITRATE UNFILTERED,NITROGEN DISSOLVED NITRITE,NITROGEN KJELDAHL TOTAL,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,"O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDE (2,4'-DDE)","O,P'-DDT (2,4'-DDT)","OIL AND GREASE, VISIBLE",OXYCHLORDANE,"P,P'-DDE (4,4'-DDE)","P,P'-DDT (4,4'-DDT)","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-METHOXYCHLOR (METHOXYCHLOR)",P-NAPHTHALENE,PENTACHLOROANISOLE,PENTACHLOROBENZENE,PERYLENE,PERYLENE-D12,PH,PH (FIELD),PHENANTHRENE,PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,PYRENE-D10,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILVER DISSOLVED,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE/UNFILTERED,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,TETRAHYDRONAPHTHALENE,THALLIUM DISSOLVED,THALLIUM TOTAL,THIOCYANATE,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TRANS-NONACHLOR,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2005-06-25 14:00:00,2005PN010071,NW06OA0001,83,21.6,22.3,26.4,,23.9,16.2,0.17,3.5,0.45,0.37,0.38,,,16.1,0.005,,,0.004,,0.03,1.01,,,3.18,20.0,20.0,68.6,83.9,70.0,114,81.4,7.82,,,0.004,0.36,,,0.001,,,0.6,,,,0.012,0.66,,,2.912,,1.6,0.115,,,,,0.647,,0.005,1.23,,,0.038,0.68,,,0.012,5,,,,,0.32,,,79,100,,0.66,,,0.77,77,,,8.70,25.1,68,0.03,,,0.001,0.27,0.19,,,,,0,2.554,0.35,0.20,0.29,0.25,,,,14.5,133,,,,,,,6.9,,0.640,,,0.183,,,0.2,,,0.22,,,,,1.66,,0.51,,,0.027,20.0,70,,,,,0.15,,0.001,,,,0.04,,,0.002,,,0.06,0.48,0.74,0.35,,0.64,0.40,0.72,0.55,3.17,20.0,0.17,0.21,100,66,6.37,,33.8,,0.01,0.01,,0.001,,,0.28,,,,138,10,3,,1.10,,,,,,,,,0.05,,,0.001,1.00,,,,0.96,41.781,,11.4,,,,4.37,0.76,,,,,,17.0,,0.002,,,0.015,,,7.21,0.46,,0.001,0.2,,0.105,,,0.033,,,,0.141,,,0.83,,
2005-06-25 14:04:00,2005PN010072,NW06OA0001,87,21.6,22.3,26.4,,23.9,16.2,0.17,3.6,0.42,0.37,0.38,,,16.5,,,,0.001,,0.03,1.01,,,3.09,20.0,20.0,68.6,83.9,70.0,114,81.4,7.82,,,0.004,0.36,,,0.001,,,0.6,,,,0.004,0.69,,,2.859,,,,,,,,0.639,,0.005,1.24,,,0.024,0.68,,,0.010,5,,,,,0.29,,,79,100,,0.66,,,0.77,78,,,8.70,25.1,64,0.03,,,0.001,0.27,0.19,,,,,0,2.67,0.35,0.20,0.29,0.25,,,,14.5,133,,,,,,,6.0,,0.623,,,0.024,,,0.2,,,0.23,,,,,1.74,,0.51,,,0.028,20.0,74,,,,,0.16,,0.001,,,,,,,,,,,0.48,0.74,0.35,,0.64,0.40,0.72,0.55,3.17,20.0,0.17,0.21,100,62,6.39,,33.8,,,,,0.001,,,0.33,,,,187,,,,1.08,,,,,,,,,0.05,,,0.001,0.98,,,,0.96,40.329,,11.6,,,,4.31,0.76,,,,,,17.0,,0.002,,,0.005,,,7.35,0.46,,0.001,,,0.104,,,0.026,,,,0.138,,,0.55,,
2005-08-19 11:00:00,2005PN010144,NW06MA0001,,,,,,,,,9.4,,,,,,8.4,0.005,,,0.012,,0.08,,,,17.0,,,,,,,,,,,0.003,,,,0.001,,,3.3,,,,0.009,2.25,,,1.48,,3.3,0.365,,3.665,,,0.054,,0.005,1.39,,,0.042,,,,0.010,5,,,,,0.25,,,,,,,,,,,,,,,,0.06,,,0.002,,,,,,,0.212,9.612,,,,,,,,,,,,,,,,18.0,,0.046,,,0.170,,,0.8,,,0.97,,,,,5.00,,,,,0.035,,,,,,,0.12,,0.005,,,,0.01,,,0.052,,0.194,0.142,,,,,,,,,,,,,,,7.09,,,0.009,0.01,0.01,,0.001,,,0.42,,,,,16,3,,0.79,,,,,,,,,0.05,,,0.001,0.25,,,,0.60,11.402,,25.1,,,,16.1,0.73,,,,,,,,0.001,,,0.005,,,12.25,,,0.007,0.94,,0.0359,,,0.028,,,,0.027,,,0.36,,
2005-08-19 11:02:00,2005PN010145,NW06MA0001,,,,,,,,,9.3,,,,,,21.5,0.005,,,0.060,,0.12,,,,18.2,,,,,,,,,,,0.004,,,,0.001,,,3.4,,,,0.090,2.25,,,1.275,,3.5,0.564,,4.064,,,0.160,,0.005,1.39,,,0.069,,,,0.026,5,,,,,0.57,,,,,,,,,,,,,,,,0.06,,,0.003,,,,,,,0.271,9.571,,,,,,,,,,,,,,,,49.1,,0.102,,,1.18,,,0.8,,,0.96,,,,,15.3,,,,,0.035,,,,,,,0.20,,0.006,,,,0.01,,,0.084,,0.227,0.143,,,,,,,,,,,,,,,7.15,,,0.005,0.01,0.01,,0.001,,,0.43,,,,,20,3,,0.86,,,,,,,,,0.05,,,0.001,0.24,,,,0.61,11.599,,24.9,,,,16.6,0.76,,,,,,,,0.001,,,0.005,,,12.22,,,0.008,0.75,,0.0410,,,0.056,,,,0.044,,,2.49,,
2005-08-19 11:04:00,2005PN010146,NW06MA0001,,,,,,,,,9.3,,,,,,6.6,0.007,,,0.008,,0.08,,,,16.9,,,,,,,,,,,0.003,,,,0.001,,,3.3,,,,0.006,2.22,,,1.275,,3.4,0.301,,3.701,,,0.049,,0.005,1.37,,,0.034,,,,0.009,10,,,,,0.28,,,,,,,,,,,,,,,,0.06,,,0.001,,,,,,,0.196,9.496,,,,,,,,,,,,,,,,14.5,,0.043,,,0.105,,,0.8,,,0.96,,,,,4.33,,,,,0.032,,,,,,,0.12,,0.005,,,,0.01,,,0.040,,0.186,0.146,,,,,,,,,,,,,,,7.15,,,0.004,0.01,0.01,,0.001,,,0.42,,,,,16,3,,0.78,,,,,,,,,0.05,,,0.001,0.25,,,,0.60,11.519,,24.9,,,,16.3,0.76,,,,,,,,0.001,,,0.005,,,12.16,,,0.008,0.89,,0.0343,,,0.020,,,,0.026,,,0.22,,
2006-02-02 11:45:00,2005PN010205,NW06OA0001,,,,,,,,,4,,,,,,21.3,0.022,,,0.069,,0.04,,,,4.81,,,,,,,,,,,0.003,,,,0.001,,,0.1,,,,0.246,1.01,,,3.649,,3.2,0.466,,,,,0.877,,0.005,2.36,,,0.107,,,,0.011,376,,4,,,1.27,,,,,,,,,,,,,,,,0.04,,,0.001,,,,,,,0,3.922,,,,,,,,,,,,,,,,7.4,,0.885,,,0.131,,,0.2,,,0.34,,,,,1.31,,,,,0.033,,,,,,,0.30,,0.001,,,,0.04,,,0.006,,,0.42,,,,,,,,,,,,,,,6.33,,,,0.01,0.01,,0.001,,,0.70,,,,,14,3,,1.80,,,,,-5.144,,,,0.05,,,1.53,1.51,,,,1.71,43.589,,18.9,16.617,,,6.31,1.19,,,0.8,,,,,0.001,,,0.011,,,11.22,,,0.001,1.4,,0.142,,,0.040,,,,0.204,,,3.73,,
2006-04-26 07:50:00,2006PN010010,NW06MA0001,,,,,,,,,10.2,,,,6.3,,9.5,0.013,,0.132,0.186,0.12,0.13,,20.2,,20.3,,,,,,,,,0.003,,0.004,,,0.001,0.003,3.6,,3.6,,0.227,,0.204,2.73,,,1.977,,4.2,0.354,,4.554,,0.049,0.056,0.005,0.005,1.70,0.195,,0.190,,0.014,,0.014,5,,,1.33,,1.08,,,,,,,,,,,,,,,,0.05,,0.001,0.002,,,,,,,1.763,11.963,,,,,,,,,,,,,,7.3,,12.5,0.050,0.055,0.453,,0.125,0.8,,0.8,,,1.25,,,0.80,,1.21,,,0.044,,0.042,,,,,0.38,,0.29,0.001,0.001,,,,0.03,,,0.028,,0.298,0.27,,,,,,,,,,,,,,,7,,,0.004,0.042,0.038,0.001,0.001,,,0.72,,,,,18,4,0.95,0.92,,,,,,,,0.05,0.05,,0.037,0.039,0.46,,,,0.74,11.113,,31.3,,18.4,,17.8,0.78,,,,,,,0.001,0.001,,0.030,0.021,,,14.5,,0.001,0.001,1.4,0.0418,0.0441,0.017,,0.016,,,0.036,0.037,6.01,,3.68,,
2006-04-26 07:52:00,2006PN010011,NW06MA0001,,,,,,,,,10.1,,,,6.9,,12.6,0.011,,0.176,0.248,0.19,0.13,,19.4,,19.8,,,,,,,,,0.003,,0.003,,,0.001,0.009,3.2,,3.6,,0.259,,0.371,2.71,,,2.097,,4.2,0.229,,4.429,,0.048,0.056,0.005,0.005,1.69,0.218,,0.300,,0.017,,0.020,5,,,1.94,,2.56,,,,,,,,,,,,,,,,0.05,,0.001,0.002,,,,,,,1.772,11.872,,,,,,,,,,,,,,8.5,,16.0,0.049,0.056,0.154,,0.272,0.7,,0.8,,,1.24,,,0.80,,1.34,,,0.041,,0.043,,,,,0.62,,0.47,0.001,0.001,,,,0.03,,,0.017,,0.257,0.24,,,,,,,,,,,,,,,6.97,,,0.004,0.017,0.013,0.001,0.001,,,0.70,,,,,18,3,0.98,1.07,,,,,,,,0.05,0.05,,0.020,0.032,0.45,,,,0.81,12.135,,30.2,,17.5,,17.3,0.78,,,,,,,0.001,0.001,,0.043,0.060,,,14.44,,0.001,0.001,0.6,0.0441,0.0450,0.016,,0.027,,,0.035,0.041,7.38,,9.91,,
2006-04-26 07:55:00,2006PN010012,NW06MA0001,,,,,,,,,9.8,,,,6.3,,10.4,0.012,,0.126,0.132,0.15,0.14,,18.8,,20.0,,,,,,,,,0.003,,0.006,,,0.001,0.005,3.0,,3.9,,0.139,,0.190,2.56,,,1.989,,4.2,0.278,,4.478,,0.047,0.058,0.005,0.005,1.56,0.161,,0.169,,0.010,,0.016,5,,,1.15,,1.66,,,,,,,,,,,,,,,,0.05,,0.001,0.005,,,,,,,1.45,11.25,,,,,,,,,,,,,,7.4,,14.8,0.047,0.057,0.091,,0.165,0.6,,0.8,,,1.18,,,0.71,,1.31,,,0.037,,0.053,,,,,0.29,,0.35,0.001,0.001,,,,0.03,,,0.021,,0.271,0.25,,,,,,,,,,,,,,,6.98,,,0.004,0.013,0.016,0.001,0.002,,,0.57,,,,,16,3,0.89,0.92,,,,,,,,0.05,0.05,,0.011,0.018,0.43,,,,0.73,11.712,,28.4,,17.1,,17.9,0.75,,,,,,,0.001,0.001,,0.030,0.029,,,13.66,,0.001,0.001,0.8,0.0415,0.0468,0.021,,0.018,,,0.034,0.040,3.76,,4.47,,
2006-06-18 16:45:00,2006PN010031,NW06MA0001,,,,,,,,,7.7,,,,8.3,,14.6,0.005,0,0.094,0.012,0.11,0.11,,12.2,,13.0,,,,,,,,,0.004,,0.004,,,0.003,0.001,2.3,,2.3,,0.012,,0.012,1.80,,,2.367,,3.1,0.306,,3.406,,0.098,0.146,0.005,0.005,1.1,0.197,,0.057,,0.015,,0.024,25,,20,0.47,,0.45,,,,,,,,,,,,,,,,0.1,,0.001,0.003,,,,,,,0,7.5,,,,,,,,,,,,,,22.3,,45.4,0.084,0.116,0.045,,0.047,0.5,,0.6,,,0.73,,,7.23,,11.4,,,0.029,,0.028,,,,,0.27,,0.13,0.001,0.001,,,,0.01,,,0.055,,0.165,0.11,,,,,,,,,,,,,,,6.8,6.84,,0.005,0.01,0.01,0.001,0.001,,,0.34,,,,,28,3,0.67,0.70,,,,,-4.093,,,0.05,0.05,,0.001,0.001,0.42,,,,0.65,15.133,,22.1,14.985,12.7,,13.1,0.72,,,2.0,,,,0.001,0.001,,0.014,0.012,,,10.38,,0.100,0.001,0.52,0.0350,0.0370,0.027,,0.034,,,0.038,0.047,2.30,,1.29,,
2006-08-11 12:30:00,2006PN010094,NW06MA0001,,,,,,,,,9.3,,,,6.0,,10.9,0.006,0,0.038,0.012,0.10,0.10,,16.3,,17.0,,,,,,,,,0.005,,0.004,,,0.001,0.001,2.7,,2.9,,0.009,,0.017,2.05,,,1.398,,2.7,0.339,,3.039,,0.037,0.069,0.005,0.005,1.24,0.068,,0.055,,0.014,,0.013,10,,20,0.42,,0.41,,,,,,,,,,,,,,,,0.05,,0.001,0.002,,,,,,,0,8.906,,,,,,,,,,,,,,10.7,,27.6,0.040,0.057,0.087,,0.032,0.8,,0.8,,,0.92,,,0.52,,4.13,,,0.037,,0.041,,,,,0.80,,0.16,0.001,0.001,,,,0.01,,,0.056,,0.146,0.09,,,,,,,,,,,,,,,7.11,6.51,,0.004,0.01,0.01,0.001,0.001,,,0.59,,,,,18,3,0.75,0.76,,,,,-3.352,,,0.05,0.05,,0.001,0.001,0.39,,,,0.66,12.946,,22.6,13.814,15.5,,16.2,0.66,,,10.5,,,,0.001,0.001,,0.005,0.005,,,12.09,,0.001,0.001,0.53,0.0397,0.0458,0.031,,0.043,,,0.029,0.037,1.70,,1.63,,
2006-08-11 15:30:00,2006PN010095,NW06OA0001,,,,,,,,,3.8,,,,16.9,,20.9,0.005,,0.037,0.011,0.03,0.03,,2.91,,3.13,,,,,,,,,0.004,,0.005,,,0.001,0.001,0.9,,0.7,,0.009,,0.011,0.58,,,2.233,,1.2,0.261,,,,0.810,1.05,0.005,0.005,1.03,0.064,,0.039,,0.011,,0.012,5,,,0.42,,0.35,,,,,,,,,,,,,,,,0.03,,0.001,0.003,,,,,,,0,2.189,,,,,,,,,,,,,,7.1,,16.2,0.638,0.818,0.055,,0.050,0.2,,0.2,,,0.18,,,0.95,,1.31,,,0.033,,0.032,,,,,0.51,,0.16,0.001,0.002,,,,0.01,,,0.046,,,0.07,,,,,,,,,,,,,,,6.52,,,,0.01,0.01,0.001,0.001,,,0.41,,,,,12,3,1.01,1.07,,,,,,,,0.05,0.05,,0.001,0.001,1.01,,,,0.84,40.254,,10.2,,4.07,,4.18,0.68,,,,,,,0.003,0.001,,0.007,0.005,,,7.01,,0.001,0.001,0.58,0.127,0.133,0.093,,0.040,,,0.159,0.187,1.66,,1.44,,
2006-08-11 15:33:00,2006PN010096,NW06OA0001,,,,,,,,,3.7,,,,18.3,,22.2,0.005,,0.054,0.009,0.04,0.03,,2.88,,3.19,,,,,,,,,0.005,,0.004,,,0.002,0.001,0.8,,0.8,,0.007,,0.011,0.54,,,2.386,,1,0.196,,,,0.879,1.01,0.005,0.005,0.97,0.064,,0.042,,0.012,,0.010,5,,,0.37,,0.32,,,,,,,,,,,,,,,,0.03,,0.002,0.003,,,,,,,0,2.089,,,,,,,,,,,,,,9.7,,17.2,0.692,0.797,0.041,,0.036,0.2,,0.2,,,0.18,,,0.99,,1.27,,,0.032,,0.032,,,,,0.43,,0.13,0.001,0.002,,,,0.02,,,0.029,,,0.07,,,,,,,,,,,,,,,6.48,,,,0.01,0.01,0.001,0.001,,,0.36,,,,,10,3,1.00,1.10,,,,,,,,0.05,0.05,,0.001,0.001,0.98,,,,0.80,40.579,,9.9,,3.93,,4.28,0.64,,,,,,,0.002,0.002,,0.005,0.005,,,6.69,,0.001,0.001,0.5,0.132,0.130,0.050,,0.041,,,0.168,0.189,1.42,,1.20,,
2006-08-11 15:37:00,2006PN010097,NW06OA0001,,,,,,,,,3.8,,,,16.8,,21.2,0.005,,0.043,0.009,0.05,0.04,,2.95,,3.19,,,,,,,,,0.005,,0.005,,,0.001,0.001,0.8,,0.7,,0.013,,0.008,0.57,,,2.132,,1,0.232,,,,0.836,1.01,0.005,0.005,1.01,0.054,,0.039,,0.012,,0.011,5,,,0.38,,0.32,,,,,,,,,,,,,,,,0.03,,0.002,0.002,,,,,,,0,2.164,,,,,,,,,,,,,,7.1,,15.9,0.656,0.806,0.051,,0.037,0.2,,0.2,,,0.18,,,0.98,,1.23,,,0.029,,0.032,,,,,0.38,,0.13,0.001,0.001,,,,0.01,,,0.021,,,0.07,,,,,,,,,,,,,,,6.54,,,,0.01,0.01,0.001,0.001,,,0.38,,,,,10,3,1.02,1.08,,,,,,,,0.05,0.05,,0.002,0.001,1.01,,,,0.82,40.243,,10,,4.04,,4.28,0.68,,,,,,,0.002,0.002,,0.005,0.005,,,6.93,,0.001,0.001,0.51,0.127,0.133,0.033,,0.036,,,0.161,0.190,2.08,,1.07,,
2007-02-13 11:45:00,2006PN010150,NW06OA0001,,,,,,,,,4.2,,,,8.5,,23.9,0.029,,0.085,0.090,0.03,0.04,,3.45,,3.90,,,,,,,,,0.006,,0.005,,,0.003,0.005,1.1,,0.9,,0.075,,0.082,0.98,,,2.901,,2.6,0.341,,,,0.753,0.897,0.005,0.005,2.42,0.088,,0.131,,0.010,,0.012,15.,,,1.44,,1.37,,,,,,,,,,,,,,,,0.04,,0.012,0.012,,,,,,,0,3.888,,,,,,,,,,,,,,4.9,,8.6,0.723,0.899,0.152,,0.254,0.2,,0.2,,,0.35,,,0.77,,0.77,,,0.033,,0.027,,,,,0.32,,0.25,0.002,0.001,,,,3.16,,,0.032,,,0.04,,,,,,,,,,,,,,,6.45,,,,0.01,0.01,0.002,0.002,,,0.89,,,,,82.,3.,1.18,0.89,,,,,-5.075,,,0.05,0.05,,0.013,0.018,0.73,,,,1.68,42.114,,21.9,16.599,4.00,,3.42,1.27,,,-0.8,,,,0.001,0.001,,0.024,0.053,,,10.84,,0.003,0.008,0.52,0.0982,0.0929,0.041,,0.073,,,0.179,0.210,4.81,,5.99,,
2007-04-24 07:50:00,2007PN010004,NW06MA0001,,,,,,,,,9.6,,,,6.2,,8.7,0.007,0,0.134,0.120,0.12,0.14,,18.1,,18.8,,,,,,,,,0.002,,0.002,,,0.007,0.005,3.2,,3.4,,0.117,,0.118,2.35,,,1.904,,3.3,0.202,,3.502,,0.035,0.043,0.005,0.005,1.35,0.145,,0.151,,0.019,,0.019,,5,,1.44,,1.37,,,,,,,,0.01,,,,,,,,0.05,,0.003,0.002,,,,,,,0.714,10.314,,,,,,,,,,,,,,8.0,,13.6,0.035,0.041,0.240,,0.400,0.8,,0.8,,,1.08,,,1.44,,1.89,,,0.049,,0.052,,,,,0.46,,0.34,0.001,0.001,,,,0.03,0.03,,0.031,0.18,0.191,0.16,,,,,,,,,,,,,,,6.99,,,0.004,0.01,0.01,0.001,0.001,,,0.57,,,,,44.,3.,1.05,1.04,,,,,-3.75,,,0.05,0.05,,0.024,0.035,0.30,,,,0.66,11.512,,26.7,14.491,15.6,,15.8,0.70,,,0.5,,,,0.002,0.001,,0.037,0.051,,,12.77,,0.044,0.065,0.32,0.0402,0.0401,0.031,,0.031,,,0.029,0.030,3.94,,3.87,,
2007-06-20 11:15:00,2007PN010036,NW06OA0001,80,21.6,22.3,26.4,8.7,23.9,16.2,0.27,65.8,0.41,0.60,0.62,14.0,,14.7,0.011,,0.038,0.006,0.05,0.03,1.63,3.47,,3.85,20.0,20.0,6.0,6.4,5.6,11,5.5,7.82,0.003,,0.002,0.59,,0.001,0.001,1.0,,1.0,,0.010,,0.015,0.67,,,63.987,,,0.358,,,,0.616,0.728,0.005,0.005,1.27,0.055,,0.090,1.09,0.022,,0.013,,8,10,0.60,,0.43,,,86,16,5.2,1.07,,0.01,1.25,86,,,8.70,25.1,81,0.03,,0.006,0.008,0.44,0.31,,,,,0,2.579,0.56,0.33,0.46,0.41,,,,14.5,12,,,,,2.9,,4.3,0.606,0.729,0.087,,0.017,0.2,,0.2,,,0.22,,,3.40,,3.79,,0.82,0.037,,0.034,20.9,81,,,0.99,,0.20,0.001,0.001,,,,0.03,0.03,,0.147,,,,0.78,1.19,0.56,,1.04,0.65,1.16,0.88,5.12,20.0,0.28,0.34,9,94,6.30,6.32,33.8,,0.01,,0.001,0.001,,,0.31,,,,89,30.,5.,1.19,1.21,,,,,-4.154,,,0.05,0.06,,0.001,0.001,1.11,,,,0.92,40.23,,12.8,14.607,4.85,,5.05,0.85,,,1.2,,,17.0,0.003,0.003,,0.005,0.005,,,44.83,0.74,0.001,0.001,0.50,0.110,0.112,0.042,,0.028,,,0.147,0.167,1.81,,1.08,,
