DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM EXTRACTABLE,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM EXTRACTABLE,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLIFORMS TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ESCHERICHIA COLI,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FECAL STREPTOCOCCI,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITROGEN KJELDAHL DISSOLVED,NITROGEN KJELDAHL TOTAL,NITROGEN NITRITE,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS SOLUBLE REACTIVE,PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM EXTRACTABLE,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FIXED NONFILTERABLE,RESIDUE NONFILTERABLE,RESIDUE VOLATILE FILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE,SULPHATE DISSOLVED,SULPHUR DISSOLVED,SULPHUR TOTAL,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE),TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TOTAL NITRATE,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE),TUNGSTEN DISSOLVED,TUNGSTEN EXTRACTABLE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM EXTRACTABLE,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2004-03-08 12:20:00,2003PN090161,AL07AA0015,,87.1,3.0,,,0.005,0.0,0.023,,,0.03,,,66.6,,,0.004,,,106.175,0.002,,,1.3,,,,0.001,,,28.1,,,1.233,,0.357,0.076,0.433,0.0,,,,,,,,0.36,0.08,,,0.006,,,1.0,5.0,219.0,0.05,,,0.109,,1.0,,,1.0,1.0,0.07,,,0.002,,,,,,,24.195,,111.295,,,0.0,,,,,3.3,,,0.003,,,0.013,,,1.6,,,,,9.99,,,0.26,,,0.16,,,,,0.02,,,,,,,,,,0.01,,0.162,0.157,,12.27,,,8.23,8.13,0.004,,0.002,0.002,,,,,,0.34,,,,,3.0,,0.14,,,,,,,-0.657,,,0.09,,,,,,0.007,,,3.87,,,,0.96,1.836,,215.0,9.445,322.0,,,,23.7,,,,,,25.0,0.0,,,0.001,,,,,,,,,120.133,,,,,,2.85,2.8,0.44,,,0.023,,,,,,,,0.2,,,,
2004-03-08 13:30:00,2003PN090162,AL07AA0023,,93.3,2.4,,29.6,0.01,0.0,0.007,,0.008,0.06,,0.05,54.1,,56.6,0.001,,0.001,113.733,0.001,,0.001,3.0,,3.4,,0.001,,0.001,32.5,,,0.886,,0.342,0.069,0.411,0.0,,,,,,,,1.02,0.059,,0.089,0.015,,0.033,3.0,5.0,253.0,0.08,,0.09,0.112,,2.0,,,2.0,2.0,0.09,,,0.003,,0.011,,,,,32.728,,126.028,,,0.0,,,,,4.8,,62.0,0.002,,0.02,0.016,,0.04,3.1,,3.3,,,10.9,,,1.91,,3.28,0.25,,0.248,,,0.07,,0.08,,,,,,,,0.01,,0.156,0.151,,11.96,,,8.25,8.3,0.004,,0.002,0.002,,,,,,0.43,,,,,2.2,,0.19,,0.23,,,,,-0.323,,,0.05,,0.07,,,,0.001,,0.005,3.73,,,,1.75,2.922,,247.0,8.945,284.0,,293.0,,31.4,,,,,,25.0,2.1,,,0.001,,0.001,,,,,,,138.296,,,,,,1.86,2.1,0.529,,0.553,0.034,,0.053,,,,,,0.24,,0.09,,
2004-03-09 10:30:00,04PY001489,BC07FD0005,,,,187.0,199.0,,,,0.068,0.072,,0.37,0.45,,45.6,43.5,,0.001,0.002,,,0.004,0.004,,1.0,1.1,,,0.034,0.034,28.4,,,,,3.5,,,,,,,,,,,,,0.427,0.449,,0.236,0.234,,10.0,,,1.2,1.27,,,1.0,,,3.0,,,,,,0.056,0.058,,,,,,,95.91106,,,,,,,,,477.0,502.0,,0.177,0.185,,0.286,0.289,,1.6,1.6,,,6.07,,,,9.08,8.99,,0.722,0.74,,,,1.38,1.47,,,,,,,,,,,,,,,,8.1,,,,,0.003,,,,,,,,,,,,,,0.8,0.88,,,,,,,,,0.28,0.16,,,,,0.006,0.006,,,,,,,,170.0,,,111.0,113.0,,,,,,,1.0,2.0,,,,,0.009,0.009,,,,,,,,,,,,,9.56,,,0.502,0.51,,0.849,0.881,,,,,,,2.93,2.89,,
2004-03-22 10:00:00,04PY001531,BC07FD0005,,,,51.1,55.5,,,,0.052,0.053,,0.21,0.24,,34.9,34.7,,0.001,0.001,,,0.001,0.001,,1.2,,,,0.022,0.021,29.5,,,,,3.6,,,,,0.097,0.112,,0.012,0.013,,,,0.177,0.193,,0.063,0.068,,5.0,,,0.74,0.78,,,1.0,,,1.0,,,,,,0.016,0.018,,,,,,,99.68726,,,,,,,,,108.0,121.0,,0.054,0.061,,0.059,0.075,,1.3,1.4,,,6.32,,,,3.71,3.78,,0.753,0.761,,,,0.79,0.82,,0.002,0.001,,,,,,,,,,,,,8.1,,,,,0.002,,0.001,0.001,,,,,,,,,,,0.41,0.43,,,,,,,,,0.32,0.22,,,,,0.001,0.002,,,,,,,,188.0,,,109.0,110.0,,,,,,,-7.0,1.0,,,,,0.003,0.003,,0.005,0.005,,,,,,,,0.003,0.003,1.93,,,0.48,0.486,,0.355,0.364,,,,0.104,0.112,,0.8,0.98,,
2004-04-05 09:00:00,04PY001564,BC07FD0005,,,,2510.0,2680.0,,,,0.128,0.131,,1.56,1.52,,138.0,135.0,,0.163,0.173,,,0.026,0.027,,5.2,5.6,,,0.167,0.18,29.0,,,,,5.1,,,,,4.76,4.74,,0.374,0.427,,,,4.42,4.64,,2.41,2.5,,100.0,,,7.27,7.49,,,19.0,,,2.0,,,,,,0.754,0.812,,,,,,,98.64466,,,,,,,,,5200.0,5510.0,,2.02,2.05,,2.94,2.98,,5.5,5.5,,,6.37,,,,77.9,78.4,,0.427,0.454,,,,8.35,9.1,,0.048,0.048,,,,,,,,,,,,,8.1,,,,,0.011,,0.001,0.001,,,,,,,,,,,5.13,5.55,,,,,,,,,0.31,0.3,,,,,0.057,0.057,,,,,,,,193.0,,,128.0,132.0,,,,,,,3.0,4.0,,,,,0.058,0.058,,0.005,0.005,,,,,,,,0.001,0.001,162.0,,,0.716,0.78,,8.09,8.71,,,,2.85,2.82,,26.0,26.9,,
2004-04-19 10:00:00,04PY001590,BC07FD0005,,,,470.0,512.0,,,,0.078,0.08,,0.5,0.54,,59.8,61.1,,0.034,0.036,,,0.008,0.006,,2.5,2.3,,,0.048,0.051,31.7,,,,,2.4,,,,,0.882,0.925,,0.108,0.133,,,,0.87,0.92,,0.493,0.509,,10.0,,,1.82,1.95,,,1.0,,,1.0,,,,,,0.133,0.143,,,,,,,108.06326,,,,,,,,,1070.0,1090.0,,0.379,0.398,,0.59,0.602,,2.7,2.7,,,7.02,,,,20.8,20.8,,0.665,0.693,,,,2.3,2.41,,0.016,0.016,,,,,,,,,,,,,7.8,,,,,0.005,,0.001,0.001,,,,,,,,,,,1.29,1.5,,,,,,,,,0.3,0.27,,,,,0.016,0.017,,,,,,,,198.0,,,119.0,120.0,,,,,,,6.0,4.0,,,,,0.013,0.017,,0.005,0.005,,,,,,,,0.001,0.001,29.5,,,0.507,0.515,,1.67,1.85,,,,0.651,0.647,,5.57,5.93,,
2004-04-20 12:10:00,2004PN090006,AL07AA0015,,87.0,5.5,,23.8,0.01,0.0,0.01,,0.01,0.04,,0.04,58.0,,60.9,0.001,,0.001,106.053,0.001,,0.001,0.8,,0.9,,0.001,,0.001,27.8,,,0.701,,0.799,0.016,0.815,0.0,,,,,,,,0.42,0.071,,0.089,0.013,,0.028,1.0,5.0,217.0,0.11,,0.14,0.09,,1.0,,,1.0,1.0,0.06,,,0.003,,0.007,,,,,21.075,,108.075,,,0.0,,,,,7.7,,45.8,0.004,,0.02,0.016,,0.029,1.5,,1.2,,,9.39,,,0.55,,1.48,0.128,,0.134,,,0.06,,0.09,,,,,,,,0.011,,0.14,0.129,,10.89,,,8.24,8.37,0.004,,0.002,0.002,,,,,,0.34,,,,,1.6,,0.15,,0.18,,,,,-0.223,,,0.05,,0.05,,,,0.001,,0.002,3.92,,,,0.95,1.87,,200.0,8.815,285.0,,283.0,,21.0,,,,,,25.0,5.5,,,0.001,,0.001,,,,,,,116.479,,,,,,2.59,2.5,0.403,,0.432,0.04,,0.049,,,,,,0.07,,0.09,,
2004-04-20 13:35:00,2004PN090007,AL07AA0023,,90.1,3.7,,23.6,0.011,0.0,0.012,,0.027,0.05,,0.08,49.6,,50.7,0.001,,0.001,109.832,0.001,,0.003,3.2,,3.1,,0.002,,0.003,31.1,,,0.645,,0.745,0.049,0.794,0.0,,,,,,,,0.83,0.058,,0.084,0.015,,0.035,2.0,5.0,239.0,0.17,,0.21,0.086,,2.0,,,2.0,2.0,0.07,,,0.004,,0.009,,,,,29.962,,120.062,,,0.0,,,,,13.0,,59.0,0.004,,0.026,0.015,,0.039,3.1,,2.9,,,10.3,,,1.62,,2.83,0.234,,0.278,,,0.07,,0.12,,,,,,,,0.015,,0.144,0.129,,10.62,,,8.26,8.42,0.004,,0.004,0.002,,,,,,0.41,,,,,1.9,,0.2,,0.24,,,,,-0.048,,,0.07,,0.15,,,,0.001,,0.008,3.54,,,,1.58,2.773,,225.0,8.515,282.0,,282.0,,29.1,,,,,,25.0,7.4,,,0.001,,0.001,,,,,,,131.371,,,,,,2.56,2.1,0.486,,0.531,0.028,,0.05,,,,,,0.14,,0.28,,
2004-05-03 10:00:00,04PY001638,BC07FD0005,,,,1660.0,1740.0,,,,0.144,0.142,,1.3,1.25,,138.0,121.0,,0.124,0.117,,,0.028,0.024,,4.7,4.4,,,0.158,0.164,29.5,,,,,2.4,,,,,2.99,3.38,,0.386,0.34,,,,2.85,2.84,,1.67,1.66,,20.0,,,5.21,4.87,,,10.0,,,15.0,,,,,,0.466,0.464,,,,,,,100.6344,,,,,,,,,3990.0,3810.0,,1.27,1.49,,2.33,2.34,,5.0,4.9,,,6.55,,,,66.4,63.0,,0.691,0.54,,,,6.33,6.06,,0.046,0.034,,,,,,,,,,,,,7.2,,,,,0.003,,0.001,0.001,,,,,,,,,,,4.31,3.78,,,,,,,,,0.35,0.36,,,,,0.053,0.048,,,,,,,,193.0,,,118.0,118.0,,,,,,,5.0,6.0,,,,,0.054,0.046,,0.005,0.005,,,,,,,,0.006,0.003,89.6,,,0.595,0.582,,5.25,5.55,,,,2.5,2.25,,19.9,19.8,,
2004-05-04 12:00:00,2004PN090011,AL07AA0015,,72.7,17.0,,141.0,0.005,0.0,,,0.005,0.07,,0.07,49.9,,54.3,0.002,,0.013,88.621,0.001,,0.002,0.6,,0.7,,0.001,,0.018,23.5,,,1.679,,1.5,0.717,2.217,0.0,,,,,,,,0.32,0.056,,0.226,0.024,,0.133,45.0,5.0,179.0,0.17,,0.37,0.088,,42.0,,,1.0,1.0,0.06,,,0.005,,0.036,,,,,18.545,,91.245,,,0.0,,,,,18.3,,268.0,0.012,,0.116,0.021,,0.191,1.1,,1.4,,,7.91,,,1.41,,10.2,0.112,,0.096,,,0.07,,0.05,,,,,,,,0.026,,0.164,0.138,,10.25,,,8.18,7.92,0.011,,0.012,0.002,,,,,,0.32,,,,,17.8,,0.16,,0.33,,,,,-0.754,,,0.05,,0.05,,,,0.005,,0.005,3.47,,,,0.82,1.91,,162.0,9.428,228.0,,238.0,,17.2,,,,,,25.0,7.3,,,0.001,,0.001,,,,,,,97.61,,,,,,11.3,12.0,0.332,,0.364,0.083,,0.193,,,,,,0.09,,1.38,,
2004-05-04 13:20:00,2004PN090012,AL07AA0023,,68.0,17.8,,334.0,0.007,0.0,0.012,,0.017,0.07,,0.16,30.3,,33.3,0.001,,0.011,82.892,0.001,,0.007,1.7,,1.7,,0.001,,0.006,23.0,,,1.848,,2.78,0.877,3.657,0.0,,,,,,,,0.38,0.06,,0.496,0.046,,0.321,28.0,10.0,176.0,0.44,,0.92,0.073,,10.0,,,7.0,2.0,0.05,,,0.004,,0.091,,,,,20.761,,88.761,,,0.0,,,,,32.5,,656.0,0.018,,0.218,0.043,,0.496,1.9,,2.8,,,7.61,,,2.71,,17.4,0.144,,0.134,,,0.21,,0.8,,,,,,,,0.044,,0.214,0.17,,10.81,,,8.16,7.85,0.018,,0.022,0.004,,,,,,0.36,,,,,32.0,,0.19,,0.46,,,,,-0.887,,,0.05,,0.05,,,,0.003,,0.012,3.0,,,,0.98,2.335,,159.0,9.624,199.0,,197.0,,20.0,,,,,,25.0,6.6,,,0.001,,0.003,,,,,,,96.503,,,,,,19.2,18.0,0.299,,0.32,0.047,,0.322,,,,,,0.3,,1.71,,
2004-05-18 10:00:00,04PY001685,BC07FD0005,,,,418.0,569.0,,,,0.092,0.091,,0.54,0.54,,74.0,61.7,,0.038,0.038,,,0.008,0.007,,4.9,5.1,,,0.048,0.046,30.3,,,,,5.5,,,,,0.795,0.86,,0.129,0.125,,,,0.784,0.904,,0.495,0.428,,20.0,,,1.83,1.77,,,3.0,,,1.0,,,,,,0.117,0.157,,,,,,,105.18516,,,,,,,,,953.0,1050.0,,0.339,0.382,,0.567,0.559,,3.3,3.3,,,7.17,,,,16.3,15.2,,0.872,0.763,,,,2.28,2.22,,0.021,0.016,,,,,,,,,,,,,,,,,,0.004,,0.001,0.001,,,,,,,,,,,1.47,1.45,,,,,,,,,0.29,0.32,,,,,0.014,0.012,,,,,,,,203.0,,,113.0,113.0,,,,,,,16.0,10.0,,,,,0.022,0.02,,0.005,0.005,,,,,,,,0.004,0.002,25.6,,,0.495,0.48,,1.42,1.85,,,,0.626,0.602,,4.77,4.84,,
2004-05-31 10:00:00,04PY001662,BC07FD0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,6.2,,,,,,,,,,,,,,,,,,,30.0,,,,,,,19.0,,,8.0,,,,,,,,,,,,,,102.69078,,,,,,,,,,,,,,,,,,,,,,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,14.0,10.0,,,,,,,,,,,,,,,,,,,94.6,,,,,,,,,,,,,,,,,
2004-06-01 12:35:00,2004PN090020,AL07AA0015,,74.6,13.6,,76.6,0.007,0.0,0.012,,0.007,0.03,,0.05,44.3,,43.9,0.001,,0.004,90.937,0.001,,0.001,0.4,,0.5,,0.001,,0.001,23.9,,,1.847,,1.12,0.161,1.281,0.0,,,,,,,,0.19,0.067,,0.143,0.014,,0.064,1.0,5.0,181.0,0.12,,0.2,0.08,,1.0,,,1.0,1.0,0.09,,,0.005,,0.019,,,,,18.179,,92.779,,,0.0,,,,,9.4,,108.0,0.006,,0.058,0.009,,0.064,1.2,,1.2,,,8.04,,,0.6,,3.32,0.125,,0.113,,,0.05,,0.13,,,,,,,,0.013,,0.138,0.125,,9.76,,,8.23,7.89,0.004,,0.005,0.002,,,,,,0.29,,,,,5.6,,0.15,,0.24,,,,,-0.695,,,0.05,,0.11,,,,0.003,,0.001,3.22,,,,0.82,1.88,,164.0,9.281,234.0,,234.0,,16.5,,,,,,25.0,9.4,,,0.001,,0.001,,,,,,,98.164,,,,,,6.26,6.9,0.32,,0.305,0.034,,0.108,,,,,,0.07,,0.05,,
2004-06-01 14:10:00,2004PN090021,AL07AA0023,,66.5,15.9,,68.4,0.005,0.0,0.011,,0.007,0.06,,0.06,30.3,,31.8,0.001,,0.001,81.064,0.001,,0.001,0.8,,1.0,,0.001,,0.002,21.9,,,1.685,,1.41,0.145,1.555,0.0,,,,,,,,0.22,0.053,,0.118,0.019,,0.058,5.0,5.0,171.0,0.2,,0.29,0.055,,2.0,,,2.0,10.0,0.07,,,0.003,,0.015,,,,,18.197,,84.697,,,0.0,,,,,13.8,,106.0,0.009,,0.038,0.017,,0.079,1.5,,1.8,,,7.29,,,1.04,,3.62,0.143,,0.146,,,0.11,,0.2,,,,,,,,0.012,,0.122,0.11,,10.17,,,8.12,7.88,0.004,,0.005,0.002,,,,,,0.31,,,,,4.2,,0.16,,0.24,,,,,-0.794,,,0.08,,0.06,,,,0.003,,0.006,2.91,,,,0.9,2.251,,157.0,9.468,180.0,,194.0,,17.9,,,,,,25.0,9.3,,,0.001,,0.001,,,,,,,91.644,,,,,,3.19,3.8,0.278,,0.285,0.035,,0.085,,,,,,0.13,,0.1,,
2004-07-06 12:13:00,04PY001858,BC07FD0005,,,,11100.0,11800.0,,,,0.389,0.447,,5.92,7.07,,722.0,774.0,,0.811,0.902,,,0.061,0.062,,12.8,17.2,,,1.28,1.32,33.5,,,,,7.1,,,,,18.7,20.1,,0.871,1.13,,,,18.6,19.4,,11.8,12.0,,130.0,,,27.8,30.8,,,148.0,,,330.0,,,,,,3.17,3.49,,,,,,,116.75822,,,,,,,,,25300.0,27000.0,,7.88,8.56,,14.6,15.2,,23.1,25.7,,,8.04,,,,460.0,507.0,,0.611,0.705,,,,37.7,42.2,,0.109,0.108,,,,,,,,,,,,,8.1,,,,,0.009,,0.002,0.004,,,,,,,,,,,15.3,17.7,,,,,,,,,0.71,0.87,,,,,0.319,0.34,,,,,,,,221.0,,,227.0,239.0,,,,,,,22.7,14.0,,,,,0.262,0.282,,0.005,0.01,,,,,,,,0.005,0.007,746.0,,,2.02,2.08,,36.4,39.5,,,,16.9,18.0,,129.0,139.0,,
2004-07-12 14:45:00,2004PN090036,AL07AA0015,,67.4,26.5,,509.0,0.01,0.0,0.003,,0.016,0.04,,0.15,26.3,,32.5,0.004,,0.032,82.161,0.001,,0.004,0.1,,0.1,,0.001,,0.002,21.1,,,1.964,,0.688,0.895,1.583,0.0,,,,,,,,0.2,0.065,,0.625,0.025,,0.331,7.0,5.0,150.0,0.16,,0.51,0.061,,2.0,,,2.0,2.0,0.05,,,0.008,,0.125,,,,,10.153,,77.553,,,0.0,,,,,19.2,,711.0,0.011,,0.36,0.037,,0.413,0.8,,1.8,,,6.04,,,1.01,,14.7,0.09,,0.087,,,0.07,,0.73,,,,,,,,0.025,,0.12,0.095,,9.42,,,8.19,7.82,0.013,,0.014,0.002,,,,,,0.24,,,,,41.0,,0.12,,0.62,,,,,-0.887,,,0.05,,0.05,,,,0.001,,0.001,2.5,,,,0.49,1.351,,154.0,9.594,152.0,,169.0,,10.6,,,,,,25.0,8.5,,,0.001,,0.004,,,,,,,81.93,,,,,,41.3,48.0,0.249,,0.271,0.058,,0.417,,,,,,0.29,,1.44,,
2004-07-13 06:50:00,2004PN090037,AL07AA0023,,66.8,23.3,,241.0,0.009,0.0,0.007,,0.012,0.05,,0.1,27.3,,30.7,0.003,,0.015,81.429,0.001,,0.003,1.1,,1.4,,0.003,,0.002,22.1,,,1.373,,0.936,0.41,1.346,0.0,,,,,,,,0.27,0.06,,0.298,0.02,,0.158,10.0,5.0,163.0,0.16,,0.37,0.048,,3.0,,,2.0,2.0,0.05,,,0.007,,0.061,,,,,16.091,,82.891,,,0.0,,,,,15.0,,336.0,0.01,,0.158,0.025,,0.205,1.3,,1.8,,,6.73,,,1.02,,8.01,0.132,,0.133,,,0.06,,0.36,,,,,,,,0.016,,0.097,0.081,,9.23,,,8.17,7.97,0.004,,0.008,0.005,,,,,,0.28,,,,,15.2,,0.16,,0.39,,,,,-0.707,,,0.05,,0.05,,,,0.001,,0.001,2.58,,,,0.66,1.697,,162.0,9.384,167.0,,173.0,,15.5,,,,,,25.0,9.0,,,0.001,,0.002,,,,,,,88.463,,,,,,15.1,17.0,0.253,,0.27,0.059,,0.256,,,,,,0.47,,0.73,,
2004-07-20 10:04:00,04PY001902,BC07FD0005,,,,1090.0,1000.0,,,,0.119,0.12,,0.98,0.97,,113.0,105.0,,0.065,0.06,,,0.01,0.01,,2.9,3.0,,,0.099,0.12,32.7,,,,,3.1,,,,,1.78,1.63,,0.205,0.217,,,,1.76,1.65,,0.964,0.88,,5.0,,,3.01,2.8,,,34.0,,,15.0,,,,,,0.304,0.293,,,,,,,111.46622,,,,,,,,,2360.0,2210.0,,0.763,0.698,,1.23,1.14,,3.6,3.5,,,7.24,,,,35.3,32.0,,0.875,0.958,,,,3.88,3.67,,0.024,0.023,,,,,,,,,,,,,8.1,,,,,0.006,,0.001,0.001,,,,,,,,,,,2.5,2.49,,,,,,,,,0.36,0.35,,,,,0.027,0.024,,,,,,,,206.0,,,132.0,131.0,,,,,,,19.8,13.5,,,,,0.032,0.032,,0.005,0.005,,,,,,,,0.001,0.001,50.7,,,0.556,0.543,,3.62,3.45,,,,1.31,1.21,,10.5,15.5,,
2004-08-03 09:30:00,04PY001921,BC07FD0005,,,,383.0,507.0,,,,0.065,0.068,,0.51,0.52,,58.0,65.4,,0.027,0.03,,,0.004,0.005,,1.0,0.9,,,0.051,0.054,30.6,,,,,3.8,,,,,0.632,0.741,,0.084,0.104,,,,0.635,0.807,,0.426,0.459,,5.0,,,1.62,1.77,,,24.0,,,10.0,,,,,,0.103,0.132,,,,,,,104.53414,,,,,,,,,776.0,934.0,,0.295,0.328,,0.468,0.516,,2.5,2.6,,,6.83,,,,15.9,18.0,,0.929,0.921,,,,1.81,1.97,,0.01,0.019,,,,,,,,,,,,,8.2,,,,,0.002,,0.001,0.001,,,,,,,,,,,1.03,1.23,,,,,,,,,0.3,0.29,,,,,0.01,0.011,,,,,,,,198.0,,,115.0,119.0,,,,,,,20.5,14.5,,,,,0.022,0.027,,0.005,0.005,,,,,,,,0.001,0.001,8.83,,,0.496,0.513,,1.48,1.78,,,,0.567,0.693,,4.12,4.9,,
2004-08-17 11:00:00,04PY002005,BC07FD0005,,,,274.0,174.0,,,,0.087,0.082,,0.39,0.32,,55.2,52.6,,0.018,0.011,,,0.003,0.002,,1.6,1.3,,,0.039,0.027,30.9,,,,,2.6,,,,,0.465,0.257,,0.058,0.04,,,,0.504,0.333,,0.245,0.147,,10.0,,,1.18,1.0,,,,,,,,,,,,0.071,0.047,,,,,,,105.9833,,,,,,,,,559.0,337.0,,0.222,0.119,,0.332,0.188,,2.1,2.0,,,7.0,,,,11.4,7.1,,0.84,0.896,,,,1.36,1.12,,0.007,0.007,,,,,,,,,,,,,8.2,,,,,0.002,,0.001,0.001,,,,,,,,,,,0.81,0.64,,,,,,,,,0.27,0.3,,,,,0.007,0.005,,,,,,,,195.0,,,124.0,119.0,,,,,,,19.4,11.8,,,,,0.01,0.007,,0.005,0.005,,,,,,,,0.001,0.002,4.24,,,0.488,0.474,,1.01,0.747,,,,0.372,0.226,,2.89,2.2,,
