DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,2-(N-ETHYLPERFLUORO-1-OCTANESULFONAMIDO)-ETHANOL (N-ETFOSE),2-(N-METHYLPERFLUORO-1-OCTANESULFONAMIDO)-ETHANOL (N-MEFOSE),4:2 FLUOROTELOMERSULFONATE (4:2 FTS),4:2 FLUOROTELOMERSULFONATE-13C2 (4:2 FTS-13C2),6:2 FLUOROTELOMERSULFONATE (6:2 FTS),6:2 FLUOROTELOMERSULFONATE-13C2 (6:2 FTS-13C2),8:2 FLUOROTELOMERSULFONATE (8:2 FTS),8:2 FLUOROTELOMERSULFONATE-13C2 (8:2 FTS-13C2),ALKALINITY GRAN CACO3,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,AMMONIA TOTAL,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH TOTAL RECOVERABLE,BISPHENOL A,BISPHENOL E,BISPHENOL F,BISPHENOL S,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMINE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLOUR APPARENT,COLOUR TRUE,COMPLEXED ALUMINUM,COMPLEXED COPPER,COMPLEXED IRON,COMPLEXED LEAD,COMPLEXED MANGANESE,COMPLEXED ZINC,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DISSOLVED NITROGEN NITRATE,ETFOSAA-D5,FLUORIDE DISSOLVED,GALLIUM TOTAL RECOVERABLE,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM TOTAL RECOVERABLE,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM TOTAL RECOVERABLE,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MEFOSAA-D3,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,N-ETFOSA-D5,N-ETHYL PERFLUOROOCTANE SULFONAMIDOACETIC ACID (ETFOSAA),N-ETHYLPERFLUORO-1-OCTANESULFONAMIDE (N-ETFOSA),N-METHYL PERFLUOROOCTANE SULFONAMIDOACETIC ACID (MEFOSAA),N-METHYLPERFLUORO-1-OCTANESULFONAMIDE (N-MEFOSA),N-METHYLPERFLUOROOCTANESULFONAMIDE-D3 (MEFOSA-D3),NET-FOSE-D9,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NITRITE/NITRATE,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,NME-FOSE-D7,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PERFLUOROBUTANESULFONATE (PFBS),PERFLUOROBUTANESULFONATE-13C3 (PFBS-1-13C3),PERFLUOROBUTANOATE (PFBA),PERFLUOROBUTANOATE-13C4 (PFBA-13C4),PERFLUORODECANESULFONATE (PFDS),PERFLUORODECANOATE (PFDA),PERFLUORODECANOATE-13C6 (PFDA-13C6),PERFLUORODODECANESULFONATE (PFDOS),PERFLUORODODECANOATE (PFDOA),PERFLUORODODECANOATE-13C2 (PFDOA-13C2),PERFLUOROHEPTANESULFONATE (PFHPS),PERFLUOROHEPTANOATE (PFHPA),PERFLUOROHEPTANOATE-13C4 (PFHPA-13C4),PERFLUOROHEXANESULFONATE (PFHXS)  ,PERFLUOROHEXANESULFONATE-13C3 (PFHXS-1-13C3),PERFLUOROHEXANOATE (PFHXA),PERFLUOROHEXANOATE-13C5 (PFHXA-13C5),PERFLUORONONANESULFONATE (PFNS),PERFLUORONONANOATE (PFNA),PERFLUORONONANOATE-13C9 (PFNA-13C9),PERFLUOROOCTANE SULFONAMIDE (PFOSA OU FOSA),PERFLUOROOCTANE SULFONATE (PFOS),PERFLUOROOCTANESULFONAMIDE-13C8 (PFOSA-13C8 OU FOSA-13C8),PERFLUOROOCTANESULFONATE-13C8 (PFOS-1-13C8),PERFLUOROOCTANOATE (PFOA),PERFLUOROOCTANOATE-13C8 (PFOA-13C8),PERFLUOROPENTANESULFONATE (PFPES),PERFLUOROPENTANOATE (PFPEA),PERFLUOROPENTANOATE-13C5 (PFPEA-13C5),PERFLUOROTETRADECANOATE (PFTEDA),PERFLUOROTETRADECANOATE-13C2 (PFTEDA-13C2),PERFLUOROTRIDECANOATE (PFTRDA),PERFLUOROUNDECANOATE (PFUNA),PERFLUOROUNDECANOATE-13C7 (PFUNA),PH,PH (FIELD),PHOSPHORUS TOTAL,POTASSIUM DISSOLVED,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,RUBIDIUM TOTAL RECOVERABLE,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SODIUM DISSOLVED,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE/UNFILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE DISSOLVED,TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM DISSOLVED,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE
2016-04-15 09:00:00,2016-AT0506-0012,NB01AJ0008,,,,,,,,,99.5,,101.0,,,106.0,,,,,0.03,,,,0.21,,,,8.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,39.4,,,,2.1,,5.6,,,0.31,,,,0.09,,12.0,,,,,,,,216.0,,,,0.37,,1.23,,,,,,0.16,,,,,0.12,,,,,2.51,,,,16.0,,,,,0.03,,,,,,,,,,,0.31,,,,,1.41,,,13.72,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.09,8.17,0.015,,,,0.8,,,,,0.07,,,,0.01,,,,,2.76,,,229.0,,,271.0,,6.4,,1.83,,,0.01,,,,0.05,,,,1.86,,3.3,30.4,,,0.17,,,,0.21,,,,0.82,
2016-06-07 11:45:00,2016-AT0506-0013,NB01AR0021,,,,,,,,,14.5,,20.0,,,111.0,,,,,0.04,,,,0.51,,,,10.0,,,,0.01,,,,,,,10.0,,,,,0.07,,,,4.82,,,,7.1,,8.0,,,0.16,,,,0.05,,62.0,,,,,,,,83.7,,,,0.39,,0.11,,,,,,0.18,,,,,0.15,,,,,0.74,,,,65.0,,,,,0.15,,,,,,,,,,,0.33,,,,,0.42,,,8.81,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,6.92,0.043,,,,1.3,,,,,0.05,,,,0.01,,,,,10.4,,,84.9,,,24.0,,10.4,,19.48,,,0.01,,,,0.05,,,,0.93,,1.2,1.8,,,0.08,,,,0.32,,,,4.21,
2016-06-07 13:00:00,2016-AT0506-0016,NB01AR0151,,,,,,,,,11.2,,20.0,,,12.0,,,,,0.03,,,,0.23,,,,2.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,4.12,,,,3.8,,1.5,,,0.06,,,,0.01,,12.0,,,,,,,,31.5,,,,0.29,,0.02,,,,,,0.02,,,,,0.03,,,,,0.59,,,,6.0,,,,,0.06,,,,,,,,,,,0.15,,,,,0.2,,,9.79,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.53,0.009,,,,0.4,,,,,0.05,,,,0.01,,,,,1.39,,,32.0,,,22.0,,1.7,,16.75,,,0.01,,,,0.05,,,,0.28,,0.7,0.1,,,0.03,,,,0.05,,,,0.36,
2016-06-08 10:10:00,2016-AT0506-0017,NB01AJ0126,,,,,,,,,75.1,,76.1,,,46.0,,,,,0.05,,,,0.45,,,,7.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,28.0,,,,5.39,,8.1,,,0.16,,,,0.06,,39.0,,,,,,,,178.0,,,,0.42,,0.23,,,,,,0.11,,,,,0.09,,,,,2.54,,,,19.0,,,,,0.11,,,,,,,,,,,0.34,,,,,0.45,,,9.61,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.09,8.09,0.012,,,,0.6,,,,,0.04,,,,0.01,,,,,5.24,,,183.0,,,157.0,,5.5,,16.97,,,0.01,,,,0.05,,,,0.78,,2.4,1.1,,,0.1,,,,0.16,,,,0.47,
2016-06-08 13:05:00,2016-AT0506-0018,NB01AJ0008,,,,,,,,,125.0,,126.0,,,174.0,,,,,0.07,,,,0.68,,,,13.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,46.0,,,,4.77,,7.6,,,0.49,,,,0.14,,42.0,,,,,,,,264.3,,,,0.81,,0.5,,,,,,0.29,,,,,0.17,,,,,3.63,,,,37.0,,,,,0.07,,,,,,,,,,,0.68,,,,,0.6,,,9.92,101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,8.1,0.031,,,,0.9,,,,,0.06,,,,0.01,,,,,4.15,,,274.0,,,307.0,,7.0,,16.17,,,0.01,,,,0.05,,,,3.28,,6.1,13.5,,,0.16,,,,0.33,,,,0.87,
2016-07-13 13:00:00,2016-AT0506-0019,NB01AR0021,,,,,,,,,10.2,,20.0,,,56.0,,,,,0.05,,,,0.63,,,,5.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,3.6,,,,6.8,,3.2,,,0.14,,,,0.05,,42.0,,,,,,,,41.9,,,,0.39,,0.02,,,,,,0.21,,,,,0.11,,,,,0.63,,,,56.0,,,,,0.13,,,,,,,,,,,0.27,,,,,0.36,,,8.45,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,6.63,0.022,,,,0.5,,,,,0.07,,,,0.01,,,,,3.71,,,41.2,,,18.0,,3.3,,23.87,,,0.01,,,,0.05,,,,0.83,,2.0,1.3,,,0.06,,,,0.24,,,,2.09,
2016-07-13 15:00:00,2016-AT0506-0020,NB01AR0151,,,,,,,,,11.2,,20.0,,,13.0,,,,,0.03,,,,0.19,,,,2.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,4.11,,,,3.93,,1.5,,,0.05,,,,0.01,,16.0,,,,,,,,32.8,,,,0.25,,0.02,,,,,,0.02,,,,,0.03,,,,,0.59,,,,4.0,,,,,0.05,,,,,,,,,,,0.13,,,,,0.17,,,9.13,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,7.07,0.004,,,,0.4,,,,,0.05,,,,0.01,,,,,1.36,,,32.2,,,22.0,,1.7,,21.76,,,0.01,,,,0.05,,,,0.13,,0.6,0.9,,,0.02,,,,0.04,,,,0.17,
2016-07-14 10:40:00,2016-AT0506-0024,NB01AJ0126,,,,,,,,,72.9,,73.8,,,25.0,,,,,0.06,,,,0.55,,,,7.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,27.4,,,,6.44,,8.7,,,0.1,,,,0.04,,35.0,,,,,,,,181.4,,,,0.47,,0.19,,,,,,0.07,,,,,0.05,,,,,2.54,,,,13.0,,,,,0.12,,,,,,,,,,,0.31,,,,,0.48,,,9.57,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,7.75,0.009,,,,0.6,,,,,0.07,,,,0.01,,,,,5.78,,,183.0,,,157.0,,5.6,,22.1,,,0.01,,,,0.05,,,,0.36,,1.4,0.8,,,0.08,,,,0.15,,,,0.4,
2016-07-14 12:15:00,2016-AT0506-0021,NB01AJ0008,,,,,,,,,135.0,,136.0,,,48.0,,,,,0.06,,,,0.57,,,,14.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,49.9,,,,4.89,,8.9,,,0.16,,,,0.08,,24.0,,,,,,,,293.6,,,,0.58,,0.27,,,,,,0.11,,,,,0.08,,,,,4.19,,,,40.0,,,,,0.08,,,,,,,,,,,0.32,,,,,0.53,,,10.84,121.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,7.73,0.018,,,,1.0,,,,,0.05,,,,0.01,,,,,4.84,,,297.0,,,352.0,,7.6,,22.38,,,0.01,,,,0.05,,,,0.73,,3.2,2.5,,,0.17,,,,0.24,,,,0.42,
2016-09-07 11:20:00,2016-AT0506-0025,NB01AR0021,,,,,,,,,17.5,,20.0,,,78.0,,,,,0.04,,,,0.66,,,,10.0,,,,0.01,,,,,,,10.0,,,,,0.05,,,,5.24,,,,8.83,,7.4,,,0.11,,,,0.04,,50.0,,,,,,,,84.5,,,,0.34,,0.08,,,,,,0.14,,,,,0.1,,,,,0.79,,,,58.0,,,,,0.13,,,,,,,,,,,0.26,,,,,0.46,,,8.42,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29,6.89,0.037,,,,1.2,,,,,0.05,,,,0.01,,,,,10.9,,,83.0,,,26.0,,8.1,,22.36,,,0.01,,,,0.05,,,,0.53,,1.1,0.0,,,0.07,,,,0.27,,,,3.05,
2016-09-07 13:15:00,2016-AT0506-0026,NB01AR0151,,,,,,,,,11.4,,20.0,,,10.0,,,,,0.04,,,,0.29,,,,2.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,4.1,,,,3.36,,1.4,,,0.06,,,,0.01,,14.0,,,,,,,,33.3,,,,0.25,,0.02,,,,,,0.02,,,,,0.03,,,,,0.6,,,,5.0,,,,,0.06,,,,,,,,,,,0.21,,,,,0.17,,,8.6,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,7.11,0.005,,,,0.4,,,,,0.05,,,,0.01,,,,,1.47,,,32.0,,,22.0,,1.5,,22.09,,,0.01,,,,0.05,,,,0.13,,0.4,0.0,,,0.02,,,,0.06,,,,0.14,
2016-09-07 15:30:00,2016-AT0506-0030,NB01AJ0008,,,,,,,,,146.0,,148.0,,,19.0,,,,,0.05,,,,0.56,,,,14.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,55.9,,,,3.36,,10.1,,,0.1,,,,0.05,,15.0,,,,,,,,318.1,,,,0.35,,0.34,,,,,,0.08,,,,,0.04,,,,,4.63,,,,19.0,,,,,0.08,,,,,,,,,,,0.22,,,,,0.55,,,11.37,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,7.88,0.01,,,,1.1,,,,,0.04,,,,0.01,,,,,5.69,,,316.0,,,384.0,,7.7,,22.84,,,0.01,,,,0.05,,,,0.34,,1.3,2.1,,,0.2,,,,0.16,,,,0.2,
2016-09-08 10:15:00,2016-AT0506-0029,NB01AJ0126,,,,,,,,,100.0,,102.0,,,14.0,,,,,0.06,,,,0.56,,,,10.0,,,,0.01,,,,,,,10.0,,,,,0.02,,,,37.6,,,,5.11,,12.0,,,0.09,,,,0.04,,21.0,,,,,,,,254.1,,,,0.38,,0.39,,,,,,0.04,,,,,0.03,,,,,3.61,,,,12.0,,,,,0.12,,,,,,,,,,,0.28,,,,,0.64,,,9.28,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17,8.2,0.007,,,,1.0,,,,,0.05,,,,0.01,,,,,8.64,,,254.0,,,218.0,,8.2,,21.42,,,0.01,,,,0.05,,,,0.17,,0.6,3.2,,,0.13,,,,0.13,,,,0.37,
2016-10-19 10:40:00,2016-AT0506-0031,NB01AR0021,,,,,,,,,18.6,,20.0,,,89.2,,,,,0.04,,,,0.45,,,,11.3,,,,0.01,,,,,,,10.2,,,,,0.06,,,,5.24,,,,6.43,,8.7,,,0.11,,,,0.04,,44.0,,,,,,,,93.6,,,,0.41,,0.04,,,,,,0.13,,,,,0.14,,,,,0.74,,,,61.9,,,,,0.13,,,,,,,,,,,0.24,,,,,0.39,,,9.89,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,6.65,0.032,,,,1.5,,,,,0.06,,,,0.01,,,,,12.1,,,93.9,,,24.3,,10.2,,13.28,,,0.01,,,,0.05,,,,0.61,,1.4,0.9,,,0.06,,,,0.28,,,,4.31,
2016-10-19 13:10:00,2016-AT0506-0032,NB01AR0151,,,,,,,,,11.8,,20.0,,,7.4,,,,,0.04,,,,0.26,,,,1.8,,,,0.01,,,,,,,10.2,,,,,0.02,,,,4.22,,,,3.41,,1.5,,,0.06,,,,0.01,,10.0,,,,,,,,33.0,,,,0.31,,0.02,,,,,,0.02,,,,,0.03,,,,,0.6,,,,7.0,,,,,0.06,,,,,,,,,,,0.14,,,,,0.27,,,8.59,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,6.83,0.008,,,,0.4,,,,,0.04,,,,0.01,,,,,1.45,,,33.8,,,22.5,,1.6,,14.18,,,0.01,,,,0.05,,,,0.13,,0.5,0.0,,,0.03,,,,0.06,,,,0.53,
2016-10-19 15:55:00,2016-AT0506-0036,NB01AJ0008,,,,,,,,,164.0,,165.0,,,15.1,,,,,0.04,,,,0.35,,,,15.0,,,,0.01,,,,,,,10.2,,,,,0.02,,,,61.6,,,,3.0,,12.6,,,0.09,,,,0.04,,14.0,,,,,,,,344.0,,,,0.33,,0.44,,,,,,0.07,,,,,0.04,,,,,5.0,,,,11.0,,,,,0.06,,,,,,,,,,,0.22,,,,,0.67,,,9.88,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,7.73,0.011,,,,1.5,,,,,0.03,,,,0.01,,,,,6.54,,,364.0,,,400.0,,8.5,,12.21,,,0.01,,,,0.05,,,,0.26,,0.9,8.0,,,0.23,,,,0.12,,,,0.18,
2016-10-20 10:50:00,2016-AT0506-0033,NB01AJ0126,,,,,,,,,109.0,,111.0,,,8.5,,,,,0.04,,,,0.36,,,,8.5,,,,0.01,,,,,,,10.2,,,,,0.02,,,,40.6,,,,3.53,,15.0,,,0.07,,,,0.04,,12.0,,,,,,,,261.0,,,,0.41,,0.61,,,,,,0.03,,,,,0.03,,,,,4.21,,,,7.2,,,,,0.12,,,,,,,,,,,0.26,,,,,0.82,,,10.08,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,7.81,0.005,,,,1.2,,,,,0.03,,,,0.01,,,,,9.03,,,275.0,,,236.0,,7.2,,9.32,,,0.01,,,,0.05,,,,0.14,,0.5,0.0,,,0.17,,,,0.08,,,,1.05,
2016-12-14 11:10:00,2016-AT0506-0037,NB01AR0021,,,,,,,,,15.4,,20.0,,,141.0,,,,,0.04,,,,0.43,,,,8.8,,,,0.01,,,,,,,2.9,,,,,0.04,,,,4.88,,,,11.6,,7.0,,,0.19,,,,0.06,,81.0,,,,,,,,75.3,,,,0.41,,0.04,,,,,,0.21,,,,,0.16,,,,,0.88,,,,58.1,,,,,0.12,,,,,,,,,,,0.33,,,,,0.5,,,14.44,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,6.27,0.027,,,,1.3,,,,,0.06,,,,0.01,,,,,9.81,,,79.3,,,23.7,,9.0,,0.33,,,0.01,,,,0.02,,,,1.59,,2.0,0.0,,,0.08,,,,0.33,,,,4.21,
2016-12-14 13:30:00,2016-AT0506-0040,NB01AR0151,,,,,,,,,11.8,,20.0,,,15.2,,,,,0.03,,,,0.27,,,,1.7,,,,0.01,,,,,,,1.1,,,,,0.02,,,,4.29,,,,3.68,,1.5,,,0.08,,,,0.01,,9.0,,,,,,,,31.2,,,,0.26,,0.02,,,,,,0.05,,,,,0.05,,,,,0.63,,,,16.6,,,,,0.06,,,,,,,,,,,0.15,,,,,0.23,,,13.87,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,6.94,0.007,,,,0.3,,,,,0.04,,,,0.01,,,,,1.44,,,33.2,,,23.0,,1.6,,0.77,,,0.01,,,,0.02,,,,0.53,,0.5,0.0,,,0.02,,,,0.06,,,,0.59,
2016-12-14 15:30:00,2016-AT0506-0041,NB01AJ0126,,,,,,,,,73.3,,74.3,,,31.2,,,,,0.04,,,,0.28,,,,6.3,,,,0.01,,,,,,,2.9,,,,,0.02,,,,28.5,,,,5.96,,7.9,,,0.13,,,,0.03,,28.0,,,,,,,,175.6,,,,0.39,,0.4,,,,,,0.08,,,,,0.05,,,,,2.84,,,,9.5,,,,,0.06,,,,,,,,,,,0.3,,,,,0.62,,,14.16,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.3,0.01,,,,0.7,,,,,0.04,,,,0.01,,,,,4.8,,,187.0,,,159.0,,7.1,,0.07,,,0.01,,,,0.02,,,,0.57,,1.1,0.0,,,0.09,,,,0.11,,,,1.39,
2016-12-15 09:15:00,2016-AT0506-0042,NB01AJ0008,,,,,,,,,159.0,,160.0,,,18.8,,,,,0.04,,,,0.23,,,,13.0,,,,0.01,,,,,,,4.7,,,,,0.02,,,,62.6,,,,2.67,,10.3,,,0.12,,,,0.04,,9.0,,,,,,,,335.2,,,,0.24,,1.33,,,,,,0.06,,,,,0.03,,,,,4.69,,,,9.5,,,,,0.04,,,,,,,,,,,0.17,,,,,1.48,,,13.39,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08,7.3,0.008,,,,1.0,,,,,0.03,,,,0.01,,,,,4.98,,,361.0,,,412.0,,10.3,,0.9,,,0.01,,,,0.02,,,,0.33,,0.8,0.0,,,0.22,,,,0.08,,,,0.19,
2017-01-11 12:00:00,2017-AT0506-0001,NB01AR0021,,,,,,,,,,,14.8,,,122.0,,,,,0.04,,,,0.41,,,,8.0,,,,0.01,,,,,,,10.2,,,,,0.02,,,,4.4,,,,8.84,,7.0,,,0.18,,,,0.07,,62.0,,,,,,,,62.0,,,,0.36,,0.05,,,,,,0.21,,,,,0.15,,,,,0.81,,,,105.0,,,,,0.08,,,,,,,,,,,0.35,,,,,0.43,,,13.2,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,6.75,0.019,,,,0.8,,,,,0.05,,,,0.01,,,,,7.02,,,64.5,,,21.4,,6.7,,0.32,,,0.01,,,,0.02,,,,1.15,,1.4,0.0,,,0.07,,,,0.25,,,,3.16,
2017-02-22 12:45:00,2017-AT0506-0002,NB01AR0021,,,,,,,,,,,21.0,,,125.0,,,,,0.04,,,,0.37,,,,10.5,,,,0.01,,,,,,,10.2,,,,,0.03,,,,4.99,,,,9.39,,6.4,,,0.16,,,,0.05,,67.0,,,,,,,,66.9,,,,0.36,,0.06,,,,,,0.17,,,,,0.12,,,,,0.83,,,,59.7,,,,,0.12,,,,,,,,,,,0.27,,,,,0.48,,,13.72,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.98,0.028,,,,1.0,,,,,0.05,,,,0.01,,,,,8.15,,,71.4,,,24.8,,7.0,,0.47,,,0.01,,,,0.05,,,,0.94,,1.7,2.3,,,0.08,,,,0.25,,,,3.42,
2017-02-22 15:00:00,2017-AT0506-0003,NB01AR0151,,,,,,,,,,,17.8,,,4.7,,,,,0.03,,,,0.26,,,,1.7,,,,0.01,,,,,,,10.2,,,,,0.02,,,,4.45,,,,3.6,,1.6,,,0.05,,,,0.01,,5.0,,,,,,,,31.5,,,,0.24,,0.02,,,,,,0.02,,,,,0.03,,,,,0.65,,,,6.4,,,,,0.05,,,,,,,,,,,0.1,,,,,0.16,,,13.13,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,7.19,0.006,,,,0.4,,,,,0.05,,,,0.01,,,,,1.5,,,34.5,,,24.1,,2.0,,1.55,,,0.01,,,,0.05,,,,0.12,,1.1,1.2,,,0.02,,,,0.03,,,,0.12,
2017-02-22 17:00:00,2017-AT0506-0007,NB01AJ0008,,,,,,,,,,,148.0,,,20.1,,,,,0.03,,,,0.24,,,,12.3,,,,0.01,,,,,,,10.2,,,,,0.02,,,,60.1,,,,1.96,,10.2,,,0.12,,,,0.03,,6.0,,,,,,,,323.2,,,,0.21,,1.51,,,,,,0.07,,,,,0.03,,,,,4.53,,,,10.7,,,,,0.03,,,,,,,,,,,0.13,,,,,1.82,,,13.45,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07,7.76,0.007,,,,0.9,,,,,0.03,,,,0.01,,,,,5.28,,,349.0,,,393.0,,10.7,,0.44,,,0.01,,,,0.05,,,,0.27,,0.8,1.3,,,0.21,,,,0.08,,,,0.2,
2017-02-23 10:00:00,2017-AT0506-0004,NB01AJ0126,,,,,,,,,,,81.4,,,25.1,,,,,0.04,,,,0.26,,,,6.3,,,,0.01,,,,,,,10.2,,,,,0.02,,,,31.2,,,,3.56,,8.5,,,0.11,,,,0.03,,16.0,,,,,,,,192.6,,,,0.28,,0.62,,,,,,0.06,,,,,0.03,,,,,2.98,,,,7.4,,,,,0.05,,,,,,,,,,,0.18,,,,,0.79,,,13.55,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,7.73,0.011,,,,0.6,,,,,0.04,,,,0.01,,,,,5.4,,,204.0,,,175.0,,8.5,,0.14,,,0.01,,,,0.05,,,,0.45,,0.9,0.7,,,0.1,,,,0.11,,,,0.38,
