SITE_NO,DATE_TIME_HEURE,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS DISSOLVED CACO3,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITROGEN DISSOLVED NITRITE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
YT09DD0008,2011-02-21 14:45,165.0,,,25.5,,,,0.14,,,1.94,,,102.0,,,0.003,,,0.001,,,3.2,,0.05,,,0.583,,73.8,37.3,1.9,37.4,2.3,,0.079,,0.003,1.9,,,0.02,,,1.03,2.5,,,,1.14,,,,0.129,,,,0.12,,,,,0.007,,,,,,281.0,,,,,,,,,240.0,,,0.053,,,0.87,,,5.46,,,,23.4,,,228.0,,,0.959,,,,,18.7,,,0.001,,0.005,0.28,0.28,,,,,,7.99,,0.0056,,,0.001,,0.9,,,,,,,0.739,,,,,,,,,0.48,,3.42,,,0.005,,3.2,531.0,,,256.0,115.0,,,-19.0,0.0,,,,,,0.003,,0.005,,,,0.001,1.45,,,0.862,,,0.063,,,,0.084,,,94.0,,
YT09DD0008,2011-03-21 16:30,195.0,,,29.3,,,,,,,2.26,,,124.0,,,0.002,,,0.002,,,4.8,,0.05,,,0.322,,77.3,47.8,2.4,47.8,1.7,,0.053,,0.005,2.4,,,0.12,,,0.57,5.0,,,,0.83,,,,0.159,,,,0.09,,,,,0.008,,,,,,298.0,,,,,,,,,286.0,,,0.034,,,1.71,,,4.15,,,,25.4,,,207.0,,,1.34,,,,,8.59,,,0.001,,0.005,0.32,0.31,,,,,,8.21,,0.0058,,,0.001,,1.2,,,,,,,0.974,,,,,,,,,0.38,,3.73,,,0.034,,4.3,539.0,,,253.0,98.0,,,-11.0,0.0,,,,,,0.001,,0.01,,,,0.005,1.66,,,0.861,,,0.097,,,,0.063,,,57.3,,
YT09DD0008,2011-04-18 16:30,188.0,,,10.1,,,,0.155,,,2.31,,,116.0,,,0.001,,,0.001,,,3.1,,0.05,,,0.266,,78.7,44.5,2.2,45.3,2.1,,0.018,,0.004,2.6,,,0.03,,,0.366,5.0,,,,0.47,,,,0.135,,,,0.11,,,,,0.005,,,,,,298.0,,,,,,,,,247.0,,,0.015,,,0.634,,,4.63,,,,24.8,,,164.0,,,1.34,,,,,5.18,,,0.001,,0.005,0.31,0.31,,,,,,7.99,,0.0052,,,0.001,,1.2,,,,,,,0.972,,,,,,,,,0.34,,3.45,,,0.004,,4.5,566.0,,,274.0,112.0,,,3.0,0.0,,,,,,0.002,,0.005,,,,0.001,1.56,,,1.1,,,0.058,,,,0.036,,,39.4,,
YT09DD0008,2011-05-30 16:30,71.0,,,1190.0,,,,0.456,,,3.24,,,56.9,,,0.063,,,0.017,,,0.9,,0.05,,,0.851,,33.1,17.0,8.2,16.9,8.9,,1.73,,0.078,0.4,,,0.97,,,3.58,25.0,,,,8.09,,,,0.014,,,,0.09,,,,,0.153,,,,,,127.0,,,,,,,,,1560.0,,,0.871,,,12.8,,,4.64,,,,10.7,,,232.0,,,0.387,,,,,22.6,,,0.017,,0.005,0.34,0.21,,,,,,7.92,,0.0582,,,0.001,,0.6,,,,,,,0.966,,,,,,,,,0.37,,1.94,,,0.135,,0.9,236.0,,,125.0,45.0,,,20.0,11.0,,,,,,0.01,,0.005,,,,0.008,44.9,,,0.55,,,1.48,,,,1.4,,,134.0,,
YT09DD0008,2011-06-27 14:15,102.0,,,459.0,,,,0.327,,,2.01,,,56.2,,,0.024,,,0.002,,,1.4,,0.05,,,0.62,,47.8,23.6,4.9,24.2,5.1,,0.716,,0.007,0.5,,,0.12,,,2.11,15.0,,,,4.26,,,,0.02,,,,0.13,,,,,0.025,,,,,,183.0,,,,,,,,,258.0,,,0.365,,,3.55,,,5.56,,,,15.4,,,158.0,,,0.444,,,,,19.2,,,0.001,,0.005,0.21,0.2,,,,,,8.11,,0.0098,,,0.001,,0.4,,,,,,,0.456,,,,,,,,,0.4,,1.89,,,0.046,,1.4,347.0,,,190.0,75.0,,,23.0,14.0,,,,,,0.005,,0.017,,,,0.002,3.79,,,0.674,,,0.186,,,,0.688,,,89.0,,
YT09DD0008,2011-07-25 12:15,98.7,,,505.0,,,,0.237,,,1.69,,,53.5,,,0.026,,,0.002,,,1.8,,0.05,,,0.706,,46.6,22.2,4.0,23.0,4.6,,0.767,,0.013,0.3,,,0.14,,,2.17,12.5,,,,4.82,,,,0.021,,,,0.28,,,,,0.027,,,,,,180.0,,,,,,,,,307.0,,,0.382,,,2.5,,,4.92,,,,15.4,,,136.0,,,0.396,,,,,19.8,,,0.001,,0.005,0.25,,,,,,,8.13,,0.0118,,,0.001,,0.4,,,,,,,0.436,,,,,,,,,0.43,,1.85,,,0.023,,1.3,331.0,,,180.0,76.0,,,,15.3,,,,,,0.004,,0.007,,,,0.001,6.4,,,0.698,,,0.226,,,,0.755,,,107.0,,
YT09DD0008,2011-08-22 14:30,103.0,,,795.0,,,,0.359,,,2.25,,,55.5,,,0.042,,,0.007,,,0.9,,0.05,,,0.847,,45.3,23.6,7.1,23.8,7.9,,1.15,,0.032,0.6,,,0.5,,,2.71,25.0,,,,5.82,,,,0.002,,,,0.11,,,,,0.076,,,,,,171.0,,,,,,,,,827.0,,,0.555,,,4.06,,,4.97,,,,14.1,,,166.0,,,0.491,,,,,19.3,,,0.006,,0.005,0.278,0.23,,,,,,8.14,,0.0213,,,0.001,,0.4,,,,,,,0.62,,,,,,,,,0.43,,2.32,,,0.057,,1.1,328.0,,,166.0,69.0,,,15.7,10.1,,,,,,0.008,,0.005,,,,0.003,15.1,,,0.796,,,0.778,,,,0.999,,,137.0,,
YT09DD0008,2011-09-26 10:30,120.0,,,396.0,,,,0.189,,,1.64,,,58.9,,,0.022,,,0.002,,,1.4,,0.05,,,0.612,,54.8,27.8,4.7,27.8,4.9,,0.714,,0.008,0.6,,,0.15,,,2.27,10.0,,,,3.63,,,,0.035,,,,0.12,,,,,0.02,,,,,,210.0,,,,,,,,,350.0,,,0.352,,,1.45,,,5.41,,,,17.8,,,153.0,,,0.529,,,,,19.3,,,0.001,,0.005,0.24,0.21,,,,,,8.17,,0.0079,,,0.001,,0.5,,,,,,,0.459,,,,,,,,,0.44,,2.3,,,0.022,,1.6,380.0,,,202.0,89.0,,,2.4,6.5,,,,,,0.003,,0.017,,,,0.003,4.93,,,0.887,,,0.19,,,,0.646,,,103.0,,
YT09DD0008,2012-02-09 11:50,160.0,,,49.4,,,,0.11,,,1.69,,,93.5,,,0.004,,,0.001,,,3.1,,0.05,,,0.498,,67.4,35.3,2.3,35.2,2.7,,0.114,,0.004,1.1,,,0.04,,,0.938,2.5,,,,1.48,,,,0.128,,,,0.11,,,,,0.011,,,,,,256.0,,,,,,,,,212.0,,,0.077,,,0.536,,,5.89,,,,21.4,,,172.0,,,0.802,,,,,19.0,,,0.001,,0.024,0.26,0.24,,,,,,7.98,,0.0049,,,0.001,,0.7,,,,,,,0.686,,,,,,,,,0.52,,3.23,,,0.006,,2.7,506.0,,,249.0,107.0,,,-20.0,-0.5,,,,,,0.004,,0.005,,,,0.002,1.11,,,0.926,,,0.066,,,,0.122,,,95.6,,
YT09DD0008,2012-08-15 11:45,105.0,,,243.0,,,,0.138,,,1.6,,,57.1,,,0.012,,,0.001,,,1.4,,0.11,,,0.456,,51.1,25.5,3.7,25.6,3.8,,0.465,,0.003,0.5,,,0.06,,,1.59,2.5,,,,2.95,,,,0.002,,,,0.13,,,,,0.013,,,,,,198.0,,,,,,,,,203.0,,,0.238,,,0.679,,,5.45,,,,17.0,,,121.0,,,0.479,,,,,15.2,,,0.001,,0.005,0.19,0.16,,,,,,8.17,,0.0065,,,0.001,,0.4,,,,,,,0.392,,,,,,,,,0.47,,1.83,,,0.007,,1.6,362.0,,,200.0,84.0,,,15.3,12.5,,,,,,0.002,,0.005,,,,0.001,1.71,,,0.798,,,0.083,,,,0.394,,,60.4,,
YT09DD0008,2012-09-17 11:00,117.0,,,302.0,,,,0.17,,,1.73,,,60.1,,,0.016,,,0.001,,,1.6,,0.05,,,0.664,,59.3,24.0,4.7,24.2,5.1,,0.563,,0.004,0.5,,,0.07,,,3.0,10.0,,,,3.16,,,,0.033,,,,0.14,,,,,0.012,,,,,,228.0,,,,,,,,,253.0,,,0.279,,,1.27,,,6.07,,,,19.5,,,188.0,,,0.521,,,,,22.9,,,0.001,,0.005,0.26,0.21,,,,,,8.14,,0.0058,,,0.001,,0.5,,,,,,,0.428,,,,,,,,,0.47,,2.23,,,0.013,,1.6,405.0,,,212.0,100.0,,,12.3,,,,,,,0.003,,0.005,,,,0.001,2.06,,,0.913,,,0.113,,,,0.487,,,97.9,,
YT09DD0008,2012-10-15 11:20,129.0,,,101.0,,,,0.144,,,1.64,,,66.2,,,0.005,,,0.001,,,1.5,,0.05,,,0.405,,60.4,30.1,2.8,30.4,3.1,,0.206,,0.004,0.7,,,0.08,,,1.24,2.5,,,,2.1,,,,0.04,,,,0.12,,,,,0.009,,,,,,237.0,,,,,,,,,229.0,,,0.122,,,1.34,,,5.28,,,,20.8,,,132.0,,,0.55,,,,,14.8,,,0.001,,0.005,0.19,0.16,,,,,,8.23,,0.0057,,,0.001,,0.6,,,,,,,0.466,,,,,,,,,0.44,,2.36,,,0.011,,2.0,413.0,,,239.0,97.0,,,-1.4,0.5,,,,,,0.002,,0.005,,,,0.001,1.96,,,0.953,,,0.095,,,,0.182,,,63.0,,
YT09DD0008,2012-11-20 10:06,141.0,,,118.0,,,,0.116,,,1.71,,,84.3,,,0.008,,,0.001,,,2.5,,0.05,,,0.646,,68.4,35.6,2.6,36.0,2.9,,0.277,,0.004,0.8,,,0.04,,,1.87,2.5,,,,2.06,,,,0.073,,,,0.14,,,,,0.014,,,,,,261.0,,,,,,,,,256.0,,,0.154,,,0.943,,,6.84,,,,21.8,,,214.0,,,0.678,,,,,23.0,,,0.001,,0.005,0.25,0.23,,,,,,8.01,,0.0069,,,0.001,,0.7,,,,,,,0.575,,,,,,,,,0.56,,3.07,,,0.008,,2.6,435.0,,,256.0,110.0,,,-28.0,0.0,,,,,,0.002,,0.005,,,,0.001,1.91,,,0.883,,,0.072,,,,0.253,,,116.0,,
YT09DD0008,2012-12-17 14:55,164.0,,,31.3,,,,0.173,,,2.27,,,103.0,,,0.003,,,0.001,,,3.4,,0.05,,,0.636,,75.4,38.2,3.0,38.6,2.6,,0.072,,0.004,1.4,,,0.07,,,0.776,2.5,,,,1.12,,,,0.121,,,,0.11,,,,,0.003,,,,,,285.0,,,,,,,,,303.0,,,0.051,,,1.5,,,5.69,,,,23.5,,,208.0,,,0.866,,,,,16.4,,,0.001,,0.005,0.26,0.26,,,,,,8.16,,0.0061,,,0.001,,0.9,,,,,,,0.709,,,,,,,,,0.49,,3.65,,,0.009,,3.2,519.0,,,253.0,110.0,,,-30.0,-1.0,,,,,,0.001,,0.005,,,,0.001,1.62,,,0.95,,,0.061,,,,0.085,,,94.3,,
YT09DD0008,2013-01-14 14:00,155.0,,,41.9,,,,0.157,,,1.99,,,98.5,,,0.004,,,0.001,,,2.1,,0.05,,,0.539,,79.1,37.7,3.1,37.8,3.6,,0.081,,0.004,1.1,,,0.05,,,0.716,2.5,,,,1.17,,,,0.115,,,,0.11,,,,,0.006,,,,,,305.0,,,,,,,,,277.0,,,0.056,,,1.24,,,5.76,,,,26.1,,,171.0,,,0.825,,,,,16.1,,,0.001,,0.005,0.25,0.24,,,,,,8.19,,0.007,,,0.001,,0.9,,,,,,,0.668,,,,,,,,,0.54,,4.07,,,0.012,,3.4,501.0,,,249.0,110.0,,,-10.0,0.0,,,,,,0.002,,0.005,,,,0.001,1.69,,,0.945,,,0.062,,,,0.089,,,84.5,,
YT09DD0008,2013-02-19 14:00,164.0,,,29.7,,,,0.128,,,1.93,,,100.0,,,0.004,,,0.001,,,4.1,,0.05,,,0.489,,73.4,39.1,3.5,39.4,3.6,,0.059,,0.005,1.6,,,0.09,,,0.578,2.5,,,,1.19,,,,0.113,,,,0.11,,,,,0.006,,,,,,283.0,,,,,,,,,256.0,,,0.043,,,0.831,,,5.74,,,,24.2,,,150.0,,,0.896,,,,,14.7,,,0.001,,0.005,0.2,0.2,,,,,,7.94,,0.0096,,,0.001,,0.9,,,,,,,0.764,,,,,,,,,0.55,,3.64,,,0.006,,3.4,510.0,,,264.0,110.0,,,-9.7,1.7,,,,,,0.003,,0.005,,,,0.001,1.3,,,1.03,,,0.067,,,,0.071,,,74.5,,
YT09DD0008,2013-03-17 16:00,170.0,,,17.7,,,,0.138,,,2.06,,,110.0,,,0.002,,,0.001,,,3.3,,0.05,,,0.434,,80.3,40.4,2.2,41.0,2.2,,0.037,,0.005,1.7,,,,,,0.469,2.5,,,,0.76,,,,0.153,,,,0.11,,,,,0.005,,,,,,306.0,,,,,,,,,249.0,,,0.029,,,0.925,,,5.22,,,,25.6,,,150.0,,,1.02,,,,,11.9,,,0.001,,0.005,0.32,,,,,,,8.0,,0.0058,0.002,,0.001,,1.0,,,,,,,0.817,,,,,,,,,0.6,,4.1,,,0.018,,3.9,540.0,,,269.0,117.0,,,-10.5,0.7,,,,,,0.001,,0.005,,,,,1.35,,,1.13,,,0.067,,,,0.051,,,66.0,,
YT09DD0008,2013-04-15 10:00,191.0,,,13.2,,,,0.139,,,2.17,,,122.0,,,0.002,,,0.001,,,5.3,,0.05,,,0.256,,85.9,45.4,3.1,45.7,3.3,,0.023,,0.005,2.3,,,0.03,,,0.314,7.5,,,,0.41,,,,0.174,,,,0.11,,,,,0.004,,,,,,330.0,,,,,,,,,235.0,,,0.016,,,0.88,,,5.13,,,,27.9,,,130.0,,,1.24,,,,,6.04,,,0.001,,0.005,0.27,0.24,,,,,,8.2,,0.0035,0.002,,0.001,,1.2,,,,,,,0.953,,,,,,,,,0.47,,4.55,,,0.005,,4.6,577.0,,,274.0,124.0,,,-10.8,-0.3,,,,,,0.002,,0.005,,,,0.002,1.44,,,1.26,,,0.047,,,,0.037,,,40.4,,
YT09DD0008,2013-05-13 13:00,87.6,,,233.0,,,,0.33,,,2.67,,,49.3,,,0.013,,,0.003,,,1.2,,0.05,,,0.911,,31.7,21.7,11.8,22.0,12.0,,0.369,,0.016,0.8,,,0.18,,,0.829,60.0,,,,2.54,,,,0.034,,,,0.09,,,,,0.029,,,,,,137.0,,,,,,,,,455.0,,,0.22,,,6.64,,,4.54,,,,14.1,,,250.0,,,0.361,,,,,9.67,,,0.004,,0.005,0.55,0.41,,,,,,8.0,,0.0257,0.008,,0.001,,0.3,,,,,,,1.47,,,,,,,,,0.44,,1.56,,,0.075,,1.8,358.0,,,188.0,94.0,,,7.1,0.5,,,,,,0.005,,0.005,,,,0.001,8.48,,,0.698,,,0.293,,,,0.327,,,74.6,,
YT09DD0008,2013-06-18 11:30,76.8,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,38.3,19.5,7.1,19.9,7.6,,,,,0.3,,,,,,,30.0,,,,,,,,0.013,,,,0.12,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,0.005,0.24,0.2,,,,,,8.27,,0.0252,0.002,,,,0.6,,,,,,,,,,,,,,,,,,2.02,,,,,1.1,301.0,,,,66.0,,,19.5,14.0,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,
YT09DD0008,2013-07-15 14:30,93.8,,,287.0,,,,0.176,,,1.58,,,60.7,,,0.023,,,0.001,,,1.7,,0.05,,,0.388,,46.4,23.6,7.5,23.7,7.5,,0.554,,0.004,0.3,,,0.08,,,1.55,20.0,,,,3.69,,,,,,,,0.12,,,,,0.017,,,,,,178.0,,,,,,,,,190.0,,,0.291,,,1.03,,,5.14,,,,15.0,,,135.0,,,0.553,,,,,15.8,,,0.001,,0.005,0.21,0.19,,,,,,8.15,,0.0067,0.002,,0.001,,0.5,,,,,,,0.449,,,,,,,,,0.4,,1.79,,,0.011,,1.4,333.0,,,191.0,75.0,,,29.3,18.3,,,,,,0.002,,,,,,0.001,1.97,,,0.719,,,0.167,,,,0.512,,,59.0,,
YT09DD0008,2013-08-18 12:30,108.0,,,157.0,,,,0.158,,,1.8,,,65.6,,,0.009,,,0.001,,,1.7,,0.05,,,0.354,,50.2,25.8,4.2,25.6,4.7,,0.293,,0.003,0.6,,,0.06,,,0.922,15.0,,,,2.41,,,,0.012,,,,0.13,,,,,0.008,,,,,,197.0,,,,,,,,,155.0,,,0.159,,,0.784,,,5.24,,,,17.3,,,95.0,,,0.562,,,,,13.3,,,0.001,,0.005,0.21,0.19,,,,,,8.15,,0.0069,0.002,,0.001,,0.5,,,,,,,0.509,,,,,,,,,0.4,,1.95,,,0.008,,1.6,362.0,,,194.0,84.0,,,18.5,15.5,,,,,,0.002,,0.005,,,,0.001,1.16,,,0.729,,,0.111,,,,0.261,,,36.1,,
YT09DD0008,2013-09-16 14:00,97.3,,,698.0,,,,0.17,,,1.47,,,56.8,,,0.038,,,0.002,,,2.3,,0.05,,,0.932,,50.7,22.6,6.1,22.6,6.3,,1.28,,0.011,0.4,,,0.17,,,3.9,15.0,,,,5.61,,,,0.033,,,,0.15,,,,,0.03,,,,,,198.0,,,,,,,,,354.0,,,0.628,,,1.43,,,6.14,,,,17.2,,,220.0,,,0.477,,,,,31.0,,,0.002,,0.005,0.18,0.15,,,,,,8.15,,,0.002,,0.001,,0.5,,,,,,,0.473,,,,,,,,,0.43,,2.36,,,0.012,,1.5,372.0,,,184.0,85.0,,,,,,,,,,0.003,,0.005,,,,0.001,7.15,,,0.829,,,0.229,,,,1.08,,,155.0,,
YT09DD0008,2013-10-15 15:00,117.0,,,342.0,,,,0.157,,,1.42,,,57.3,,,0.019,,,0.001,,,0.5,,0.05,,,0.558,,52.2,27.3,4.9,27.3,4.9,,0.651,,0.005,0.4,,,0.12,,,2.1,15.0,,,,3.31,,,,0.044,,,,0.13,,,,,0.016,,,,,,202.0,,,,,,,,,288.0,,,0.347,,,1.22,,,5.33,,,,17.3,,,150.0,,,0.485,,,,,18.6,,,0.001,,0.005,0.25,0.21,,,,,,8.12,,0.0077,0.002,,0.001,,0.5,,,,,,,0.409,,,,,,,,,0.45,,2.31,,,0.015,,1.6,372.0,,,191.0,78.0,,,4.5,3.5,,,,,,0.001,,0.005,,,,0.002,3.24,,,0.832,,,0.206,,,,0.579,,,96.9,,
YT09DD0008,2013-11-18 14:10,135.0,,,53.5,,,,0.117,,,1.57,,,81.9,,,0.007,,,0.001,,,1.3,,0.02,,,0.407,,63.6,34.1,4.1,34.4,4.2,,0.148,,0.002,0.5,,,0.01,,,1.04,5.0,,,,,,,,0.073,,,,0.13,,,,,0.003,,,,,,241.0,,,,,,,,,159.0,,,0.09,,,0.897,,,5.23,,,,19.9,,,139.0,,,0.628,,,,,14.6,,,0.001,,0.005,0.23,0.24,,,,,,8.05,,0.006,0.002,,0.001,,0.6,,,,,,,0.511,,,,,,,,,0.51,,2.82,,,0.007,,2.3,435.0,,,225.0,97.0,,,-23.5,0.5,,,,,,,,0.005,,,,0.001,1.19,,,0.86,,,0.083,,,,0.148,,,70.5,,
YT09DD0008,2013-12-16 13:00,140.0,,,66.9,,,,0.127,,,1.8,,,87.2,,,0.005,,,0.001,,,2.1,,0.02,,,0.526,,65.3,34.7,3.8,35.5,3.9,,0.16,,0.003,0.8,,,0.08,,,0.911,5.0,,,,1.83,,,,0.079,,,,0.11,,,,,0.007,,,,,,248.0,,,,,,,,,227.0,,,0.103,,,0.84,,,5.43,,,,20.7,,,161.0,,,0.664,,,,,17.3,,,0.001,,0.005,0.26,0.25,,,,,,8.02,,0.0052,0.001,,0.002,,0.7,,,,,,,0.62,,,,,,,,,0.51,,3.25,,,0.01,,2.5,457.0,,,261.0,99.0,,,-27.0,-0.2,,,,,,0.003,,0.005,,,,0.002,1.5,,,0.921,,,0.067,,,,0.154,,,86.0,,
YT09DD0008,2014-01-14 12:45,141.0,,,59.1,,,,0.111,,,1.69,,,83.9,,,0.003,,,0.001,,,1.5,,0.02,,,0.46,,68.4,35.1,3.7,35.2,3.8,,0.116,,0.003,1.0,,,0.03,,,0.688,10.0,,,,1.36,,,,0.098,,,,0.12,,,,,0.001,,,,,,265.0,,,,,,,,,198.0,,,0.079,,,0.689,,,5.12,,,,22.8,,,143.0,,,0.687,,,,,15.2,,,0.001,,0.005,0.23,0.23,,,,,,7.96,,0.0044,0.001,,0.001,,0.8,,,,,,,0.593,,,,,,,,,0.5,,3.34,,,0.007,,2.8,450.0,,,222.0,101.0,,,-21.0,-0.3,,,,,,0.001,,0.005,,,,0.001,1.66,,,0.957,,,0.06,,,,0.126,,,73.9,,
YT09DD0008,2014-02-17 13:00,158.0,,,25.6,,,,0.124,,,1.83,,,97.0,,,0.003,,,0.001,,,4.9,,0.04,,,0.405,,67.3,40.1,2.0,40.3,3.2,,0.06,,0.004,1.1,,,0.02,,,0.421,5.0,,,,0.91,,,,0.218,,,,0.12,,,,,0.018,,,,,,264.0,,,,,,,,,237.0,,,0.044,,,0.805,,,4.95,,,,23.4,,,136.0,,,0.835,,,,,11.0,,,0.001,,0.005,0.27,0.26,,,,,,8.07,,0.006,0.001,,0.001,,0.9,,,,,,,0.685,,,,,,,,,0.53,,3.41,,,0.006,,3.2,497.0,,,247.0,112.0,,,-19.2,-0.2,,,,,,0.001,,0.005,,,,0.001,1.36,,,1.04,,,0.033,,,,0.073,,,56.3,,
YT09DD0008,2014-03-12 09:40,174.0,,,24.8,,,,0.142,,,1.99,,,113.0,,,,,,0.002,,,4.2,,0.02,,,0.409,,80.4,42.3,1.4,43.4,1.6,,0.055,,0.005,1.4,,,0.03,,,0.431,2.5,,,,0.88,,,,0.171,,,,0.12,,,,,0.015,,,,,,305.0,,,,,,,,,234.0,,,0.04,,,1.0,,,4.85,,,,25.3,,,169.0,,,1.03,,,,,10.6,,,0.001,,0.005,0.26,0.26,,,,,,8.06,,0.0065,0.001,,0.001,,1.0,,,,,,,0.803,,,,,,,,,0.46,,3.97,,,0.008,,3.7,543.0,,,257.0,105.0,,,-17.0,0.0,,,,,,0.002,,0.005,,,,0.002,1.8,,,1.08,,,0.035,,,,0.068,,,58.5,,
