SITE_NO,DATE_TIME_HEURE,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS DISSOLVED CACO3,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITROGEN DISSOLVED NITRITE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
YT09DD0008,2014-04-14 13:30,178.0,,,15.9,,,,0.128,,,1.92,,,120.0,,,0.001,,,0.001,,,3.6,,0.02,,,0.371,,80.8,42.1,2.4,42.6,2.7,,0.029,,0.004,1.8,,,0.1,,,0.414,7.5,,,,0.73,,,,0.155,,,,0.11,,,,,0.003,,,,,,307.4,,,,,,,,,219.0,,,0.02,,,0.86,,,5.25,,,,25.7,,,151.0,,,1.16,,,,,10.3,,,0.001,,0.005,0.27,0.26,,,,,,8.12,,0.0041,0.001,,0.001,,1.1,,,,,,,0.935,,,,,,,,,0.48,,3.95,,,0.007,,4.2,569.0,,,285.0,120.0,,,9.1,0.3,,,,,,0.001,,0.014,,,,0.013,1.79,,,1.22,,,0.047,,,,0.036,,,59.0,,
YT09DD0008,2014-05-12 12:30,63.0,,,678.0,,,,0.56,,,3.47,,,51.9,,,0.037,,,0.015,,,1.2,,0.02,,,0.731,,28.1,,,,,,1.12,,0.069,0.2,,,0.9,,,2.16,80.0,,,,6.09,,,,0.011,,,,0.24,,,,,0.132,,,,,,103.0,,,,,,,,,1370.0,,,0.595,,,15.2,,,3.1,,,,7.9,,,196.0,,,0.38,,,,,12.0,,,0.015,,0.005,0.41,0.31,,,,,,7.91,,0.0864,0.01,,0.001,,0.7,,,,,,,0.835,,,,,,,,,0.27,,1.85,,,0.167,,0.8,191.0,,,91.5,31.0,,,15.2,5.7,,,,,,0.011,,0.005,,,,0.005,44.2,,,0.488,,,1.38,,,,0.923,,,92.0,,
YT09DD0008,2014-06-16 14:45,86.4,,,514.0,,,,0.33,,,1.74,,,51.3,,,0.03,,,0.002,,,1.2,,0.02,,,0.777,,44.5,20.2,5.9,20.2,6.6,,0.946,,0.006,0.4,,,0.14,,,3.33,20.0,,,,4.83,,,,0.033,,,,0.15,,,,,0.021,,,,,,171.0,,,,,,,,,280.0,,,0.491,,,3.15,,,5.57,,,,14.5,,,204.0,,,0.45,,,,,23.7,,,0.001,,0.005,0.23,0.21,,,,,,8.08,,0.0088,0.001,,0.001,,0.5,,,,,,,0.422,,,,,,,,,0.39,,2.09,,,0.039,,1.4,329.0,,,153.0,84.0,,,15.0,12.0,,,,,,0.003,,0.005,,,,0.002,3.99,,,0.659,,,0.171,,,,0.822,,,116.0,,
YT09DD0008,2014-07-14 15:10,106.0,,,278.0,,,,0.173,,,1.66,,,64.1,,,0.014,,,0.001,,,1.4,,0.02,,,0.496,,52.9,25.1,3.7,25.4,4.8,,0.449,,0.004,0.5,,,0.05,,,1.8,10.0,,,,3.21,,,,0.01,,,,0.17,,,,,0.011,,,,,,203.0,,,,,,,,,163.0,,,0.239,,,1.49,,,5.73,,,,17.2,,,146.0,,,0.511,,,,,16.6,,,0.001,,0.005,0.17,0.17,,,,,,8.23,,0.0053,0.0012,,0.001,,0.4,,,,,,,0.414,,,,,,,,,0.43,,1.71,,,0.013,,1.5,364.0,,,199.0,106.0,,,22.0,16.0,,,,,,0.003,,0.005,,,,,0.94,,,0.821,,,0.108,,,,0.397,,,59.4,,
YT09DD0008,2014-08-18 12:00,105.0,,,381.0,,,,0.207,,,1.53,,,54.5,,,0.022,,,0.001,,,1.0,,0.02,,,0.628,,51.7,27.5,7.9,27.6,8.2,,0.715,,0.004,0.3,,,0.1,,,2.14,18.0,,,,3.91,,,,0.018,,,,0.11,,,,,0.013,,,,,,192.0,,,,,,,,,198.0,,,0.364,,,1.37,,,5.28,,,,15.2,,,133.0,,,0.42,,,,,18.4,,,0.001,,0.005,0.19,0.17,,,,,,8.15,,0.0061,0.0029,,0.001,,0.5,,,,,,,0.39,,,,,,,,,0.38,,2.03,,,0.016,,1.4,357.0,,,189.0,79.0,,,13.5,12.0,,,,,,0.003,,0.005,,,,0.001,3.08,,,0.741,,,0.13,,,,0.664,,,90.7,,
YT09DD0008,2014-09-15 12:35,117.0,,,295.0,,,,0.183,,,1.55,,,62.2,,,0.018,,,0.001,,,1.3,,0.02,,,0.575,,54.9,25.2,3.3,25.7,3.8,,0.593,,0.004,0.3,,,0.09,,,2.07,2.5,,,,3.5,,,,0.023,,,,0.12,,,,,0.011,,,,,,207.0,,,,,,,,,242.0,,,0.309,,,1.94,,,5.38,,,,17.0,,,145.0,,,0.617,,,,,17.4,,,0.001,,0.005,0.21,0.19,,,,,,8.15,,,0.0008,,0.001,,0.5,,,,,,,0.453,,,,,,,,,0.46,,2.2,,,0.022,,1.7,371.0,,,207.0,80.0,,,12.0,8.0,,,,,,0.002,,0.005,,,,0.002,2.26,,,0.892,,,0.122,,,,0.532,,,94.3,,
YT09DD0008,2014-10-14 15:20,119.0,,,328.0,,,,0.176,,,1.69,,,65.8,,,0.019,,,0.002,,,1.3,,0.02,,,0.581,,57.0,28.1,3.3,28.2,3.5,,0.703,,0.009,0.5,,,0.12,,,2.18,15.0,,,,3.41,,,,0.047,,,,0.14,,,,,0.016,,,,,,215.0,,,,,,,,,343.0,,,0.347,,,3.06,,,5.1,,,,17.5,,,151.0,,,0.5,,,,,17.1,,,0.001,,0.005,0.23,0.21,,,,,,8.11,,,0.002,,0.001,,0.5,,,,,,,0.509,,,,,,,,,0.5,,2.33,,,0.018,,1.7,390.0,,,192.0,84.0,,,0.0,1.0,,,,,,0.002,,0.005,,,,0.001,3.1,,,1.03,,,0.161,,,,0.566,,,103.0,,
YT09DD0008,2014-11-18 14:54,151.0,,,54.6,,,,0.155,,,1.55,,,93.9,,,0.008,,,0.003,,,1.8,,0.02,,,0.294,,65.2,33.7,5.5,33.9,5.7,,0.132,,0.003,0.8,,,,,,0.968,10.0,,,,2.24,,,,0.071,,,,0.09,,,,,0.005,,,,,,248.0,,,,,,,,,159.0,,,0.07,,,1.76,,,4.95,,,,20.7,,,118.0,,,0.794,,,,,13.3,,,0.001,,0.005,0.28,0.27,,,,,,7.91,,0.0064,0.0016,,0.001,,0.8,,,,,,,0.674,,,,,,,,,0.53,,3.09,,,,,2.4,459.0,,,221.0,95.0,,,-10.5,0.0,,,,,,0.001,,0.005,,,,,1.31,,,1.17,,,0.077,,,,0.133,,,74.9,,
YT09DD0008,2014-12-15 14:05,150.0,,,96.1,,,,0.118,,,1.76,,,90.5,,,0.007,,,0.001,,,2.1,,0.02,,,0.456,,61.7,36.1,3.3,36.8,3.5,,0.216,,0.003,0.69,,,0.04,,,1.03,15.0,,,,1.67,,,,0.092,,,,0.07,,,,,0.005,,,,,,236.0,,,,,,,,,193.0,,,0.116,,,0.693,,,4.56,,,,19.9,,,152.0,,,0.722,,,,,14.8,,,0.001,,0.005,0.24,0.24,,,,,,8.02,,0.0102,0.001,,0.001,,0.7,,,,,,,0.55,,,,,,,,,0.58,,3.06,,,0.005,,2.3,454.0,,,231.0,103.0,,,-5.0,0.0,,,,,,0.001,,0.005,,,,0.001,1.47,,,0.977,,,0.057,,,,0.202,,,75.8,,
YT09DD0008,2015-01-13 13:55,169.0,,,42.0,,,,0.125,,,1.91,,,101.0,,,0.003,,,0.001,,,2.6,,0.03,,,0.408,,78.6,40.4,2.0,40.7,2.3,,0.098,,0.004,1.44,,,0.04,,,0.702,2.5,,,,1.13,,,,0.139,,,,0.11,,,,,0.003,,,,,,292.0,,,,,,,,,233.0,,,0.058,,,1.01,,,5.22,,,,23.2,,,162.0,,,0.836,,,,,12.4,,,0.001,,0.005,0.24,0.23,,,,,,8.14,,0.0059,0.0014,,0.001,,0.9,,,,,,,0.686,,,,,,,,,0.52,,3.72,,,0.006,,2.9,523.0,,,243.0,118.0,,,-6.0,0.0,,,,,,0.001,,0.005,,,,0.001,1.45,,,1.07,,,0.052,,,,0.106,,,66.7,,
YT09DD0008,2015-02-16 14:00,167.0,,,40.8,,,,0.106,,,1.8,,,104.0,,,0.005,,,0.001,,,2.9,,0.02,,,0.352,,77.1,40.7,3.4,40.9,3.4,,0.09,,0.001,1.22,,,0.19,,,0.535,7.5,,,,1.54,,,,0.14,,,,0.07,,,,,0.004,,,,,,290.0,,,,,,,,,215.0,,,0.056,,,0.924,,,4.57,,,,23.6,,,144.0,,,0.862,,,,,11.5,,,0.001,,0.005,0.3,0.3,,,,,,8.04,,0.0044,0.0021,,0.001,,0.9,,,,,,,0.742,,,,,,,,,0.54,,3.75,,,0.007,,3.2,504.0,,,250.0,109.0,,,-6.0,0.0,,,,,,0.001,,0.005,,,,0.001,1.45,,,0.992,,,0.052,,,,0.091,,,68.1,,
YT09DD0008,2015-03-16 14:35,164.0,,,40.5,,,,0.124,,,1.81,,,95.5,,,0.005,,,0.001,,,2.6,,0.02,,,0.281,,82.0,38.6,2.7,38.6,3.3,,0.076,,0.003,1.0,,,0.03,,,0.486,13.0,,,,1.19,,,,0.142,,,,0.14,,,,,0.003,,,,,,307.0,,,,,,,,,212.0,,,0.052,,,0.767,,,4.97,,,,24.8,,,130.0,,,0.85,,,,,12.2,,,0.001,,0.005,0.24,0.23,,,,,,8.17,,0.0042,0.0017,,0.001,,0.9,,,,,,,0.635,,,,,,,,,0.51,,3.97,,,0.006,,3.2,503.0,,,250.0,103.0,,,-15.0,0.0,,,,,,0.001,,0.005,,,,0.001,1.28,,,1.06,,,0.046,,,,0.096,,,59.8,,
YT09DD0008,2015-04-14 09:00,160.0,,,31.8,,,,0.117,,,1.89,,,96.3,,,0.003,,,0.001,,,2.6,,0.02,,,0.303,,82.3,40.1,2.7,40.3,3.1,,0.074,,0.004,1.09,,,0.04,,,0.387,5.0,,,,1.17,,,,0.127,,,,0.13,,,,,0.003,,,,,,307.0,,,,,,,,,208.0,,,0.051,,,0.938,,,4.82,,,,24.7,,,91.9,,,0.854,,,,,11.3,,,0.001,,0.005,0.25,0.24,,,,,,7.99,,0.0037,0.0006,,0.001,,1.0,,,,,,,0.586,,,,,,,,,0.53,,3.66,,,0.006,,3.1,494.0,,,231.0,106.0,,,-8.0,0.0,,,,,,0.001,,0.005,,,,0.002,1.34,,,1.21,,,0.049,,,,0.072,,,54.2,,
YT09DD0008,2015-05-19 13:30,55.5,,,626.0,,,,0.469,,,3.37,,,42.6,,,0.04,,,0.011,,,1.0,,0.02,,,0.766,,23.8,12.6,10.6,12.7,12.2,,1.21,,0.043,0.15,,,0.58,,,2.7,80.0,,,,5.77,,,,0.014,,,,0.08,,,,,0.086,,,,,,90.1,,,,,,,,,1210.0,,,0.638,,,15.0,,,2.58,,,,7.4,,,207.0,,,0.356,,,,,13.7,,,0.005,,0.005,0.4,0.3,,,,,,7.85,,0.0555,0.0068,,0.001,,0.6,,,,,,,0.654,,,,,,,,,0.29,,1.57,,,0.155,,0.8,171.0,,,78.4,27.0,,,21.5,7.5,,,,,,0.01,,0.005,,,,0.003,30.0,,,0.419,,,0.94,,,,0.976,,,113.0,,
YT09DD0008,2015-06-15 13:00,96.8,,,300.0,,,,0.167,,,1.48,,,56.1,,,0.019,,,0.001,,,1.2,,0.02,,,0.436,,40.1,23.2,4.5,23.3,4.5,,0.598,,0.008,0.17,,,0.1,,,1.51,20.0,,,,3.46,,,,0.017,,,,0.13,,,,,0.015,,,,,,155.0,,,,,,,,,243.0,,,0.322,,,1.99,,,5.16,,,,13.3,,,122.0,,,0.487,,,,,15.4,,,0.001,,0.005,0.22,0.18,,,,,,8.17,,0.008,0.0029,,0.001,,0.5,,,,,,,0.413,,,,,,,,,0.51,,1.82,,,0.014,,1.2,333.0,,,193.0,66.5,,,19.5,13.0,,,,,,0.003,,0.005,,,,0.001,2.75,,,0.788,,,0.154,,,,0.498,,,67.7,,
YT09DD0008,2015-07-15 13:40,105.0,,,328.0,,,,0.198,,,1.62,,,56.3,,,0.023,,,0.001,,,1.3,,0.02,,,0.595,,51.9,25.5,5.4,25.9,5.6,,0.648,,0.004,0.3,,,0.1,,,1.83,17.5,,,,3.75,,,,0.018,,,,0.14,,,,,0.013,,,,,,195.0,,,,,,,,,233.0,,,0.344,,,1.59,,,5.56,,,,15.8,,,139.0,,,0.491,,,,,16.1,,,0.001,,0.005,0.24,0.19,,,,,,8.18,,0.0059,0.0031,,0.001,,0.4,,,,,,,0.369,,,,,,,,,0.45,,1.97,,,0.021,,1.6,355.0,,,187.0,84.0,,,21.5,13.0,,,,,,0.003,,0.005,,,,0.001,2.17,,,0.838,,,0.128,,,,0.558,,,85.2,,
YT09DD0008,2015-08-18 14:05,112.0,,,328.0,,,,0.144,,,1.55,,,59.4,,,0.022,,,0.001,,,0.5,,0.02,,,0.57,,54.4,25.1,3.9,25.3,4.2,,0.602,,0.003,0.33,,,0.06,,,2.13,13.0,,,,3.7,,,,0.023,,,,0.15,,,,,0.011,,,,,,208.0,,,,,,,,,187.0,,,0.317,,,0.913,,,5.97,,,,17.5,,,143.0,,,0.494,,,,,18.8,,,0.001,,0.005,0.18,0.16,,,,,,8.12,,0.0049,0.0021,,0.001,,0.5,,,,,,,0.41,,,,,,,,,0.46,,2.16,,,0.011,,1.6,370.0,,,201.0,80.0,,,13.5,13.0,,,,,,0.003,,0.005,,,,0.001,1.64,,,0.864,,,0.086,,,,0.512,,,81.7,,
YT09DD0008,2015-09-15 11:30,111.0,,,537.0,,,,0.233,,,2.03,,,54.1,,,0.033,,,0.002,,,0.6,,,,,0.802,,48.8,25.1,7.8,25.3,8.2,,1.06,,0.009,0.27,,,0.18,,,2.93,20.0,,,,4.91,,,,,,,,0.14,,,,,0.026,,,,,,185.0,,,,,,,,,467.0,,,0.541,,,6.47,,,5.29,,,,15.3,,,179.0,,,0.43,,,,,20.3,,,0.001,,,,,,,,,,8.26,,0.0233,0.0016,,0.001,,0.5,,,,,,,0.423,,,,,,,,,0.49,,2.35,,,0.055,,1.4,,,,186.0,77.0,,,8.0,6.0,,,,,,0.004,,0.005,,,,0.001,6.24,,,0.875,,,0.233,,,,0.899,,,142.0,,
YT09DD0008,2015-10-14 13:25,120.0,,,311.0,,,,0.156,,,1.37,,,63.0,,,0.02,,,0.001,,,0.9,,,,,0.517,,54.5,28.5,3.4,28.5,3.6,,0.672,,0.006,0.36,,,0.1,,,1.92,10.0,,,,3.08,,,,,,,,,,,,,0.016,,,,,,206.0,,,,,,,,,318.0,,,0.348,,,1.71,,,5.38,,,,16.8,,,131.0,,,0.498,,,,,16.5,,,0.001,,,,,,,,,,8.15,,0.0065,0.0011,,0.001,,0.4,,,,,,,0.424,,,,,,,,,0.56,,2.58,,,0.018,,1.8,399.0,,,210.0,78.0,,,2.0,1.0,,,,,,0.002,,0.005,,,,0.001,3.43,,,1.04,,,0.166,,,,0.531,,,90.2,,
YT09DD0008,2015-11-15 13:45,139.0,,,42.0,,,,0.157,,,1.49,,,78.2,,,0.002,,,0.001,,,1.3,,0.02,,,0.299,,64.6,34.0,2.0,34.2,2.3,,0.093,,0.002,0.51,,,0.04,,,0.609,2.5,,,,1.27,,,,0.066,,,,,,,,,0.004,,,,,,244.0,,,,,,,,,142.0,,,0.055,,,1.46,,,5.28,,,,20.0,,,103.0,,,0.603,,,,,9.24,,,0.001,,0.002,0.22,0.21,,,,,,8.14,,0.0049,0.0011,,0.001,,0.7,,,,,,,0.498,,,,,,,,,0.58,,2.98,,,0.011,,2.2,447.0,,,235.0,95.0,,,-15.0,0.0,,,,,,0.002,,0.005,,,,0.001,1.1,,,1.08,,,0.065,,,,0.089,,,56.5,,
YT09DD0008,2015-12-14 12:45,145.0,,,94.3,,,,0.125,,,1.6,,,79.3,,,0.007,,,0.001,,,1.2,,0.02,,,0.371,,69.3,33.2,2.4,33.5,2.4,,0.206,,0.003,0.54,,,0.09,,,1.01,,,,,1.89,,,,0.094,,,,0.05,,,,,0.006,,,,,,265.0,,,,,,,,,221.0,,,0.113,,,1.22,,,5.38,,,,22.2,,,160.0,,,0.621,,,,,14.3,,,0.003,,0.002,0.3,0.28,,,,,,7.93,,0.0034,0.0014,,0.001,,0.7,,,,,,,0.528,,,,,,,,,0.56,,3.41,,,0.012,,2.4,458.0,,,237.0,92.0,,,-26.0,0.0,,,,,,0.002,,0.005,,,,0.002,1.96,,,1.07,,,0.076,,,,0.179,,,66.9,,
YT09DD0008,2016-01-18 13:45,155.0,,,82.2,,,,0.108,,,1.73,,,86.0,,,0.006,,,0.001,,,2.2,,0.02,,,0.369,,67.8,36.1,1.0,36.3,1.3,,0.181,,0.003,0.79,,,0.05,,,0.857,,,,,1.63,,,,0.101,,,,0.09,,,,,0.005,,,,,,252.0,,,,,,,,,225.0,,,0.1,,,0.766,,,5.28,,,,20.0,,,147.0,,,0.713,,,,,14.3,,,0.001,,0.005,0.25,0.25,,,,,,8.29,,0.0046,0.0013,,0.001,,0.7,,,,,,,0.597,,,,,,,,,0.6,,3.16,,,0.007,,2.4,478.0,,,246.0,114.0,,,-17.0,0.0,,,,,,0.001,,0.005,,,,0.001,1.52,,,1.08,,,0.06,,,,0.163,,,70.7,,
YT09DD0008,2016-02-15 13:30,157.0,,,59.2,,,,0.104,,,1.74,,,87.1,,,0.005,,,0.001,,,1.9,,0.02,,,0.34,,74.9,37.4,2.1,37.5,2.1,,0.142,,0.003,0.79,,,0.03,,,0.691,5.3,,,,1.36,,,,,,,,0.14,,,,,0.004,,,,,,285.0,,,,,,,,,228.0,,,0.087,,,0.689,,,4.96,,,,23.8,,,138.0,,,0.739,,,,,12.9,,,0.001,,0.005,0.25,0.24,,,,,,7.88,,0.0041,0.001,,0.001,,0.8,,,,,,,0.593,,,,,,,,,0.55,,3.6,,,0.004,,2.9,502.0,,,268.0,109.0,,,-4.5,,,,,,,0.002,,0.005,,,,0.001,1.46,,,1.12,,,,,,,0.134,,,62.7,,
YT09DD0008,2016-03-15 11:30,161.0,,,45.7,,,,0.109,,,1.72,,,90.4,,,0.004,,,0.001,,,1.9,,0.02,,,0.337,,77.2,39.7,0.3,40.2,0.5,,0.101,,0.003,0.95,,,0.03,,,0.472,5.0,,,,1.33,,,,0.122,,,,0.08,,,,,0.003,,,,,,288.0,,,,,,,,,220.0,,,0.064,,,0.807,,,4.63,,,,23.2,,,118.0,,,0.766,,,,,11.5,,,0.001,,0.012,0.29,0.28,,,,,,8.14,,0.0037,0.0005,,0.001,,0.8,,,,,,,0.634,,,,,,,,,0.52,,3.7,,,0.006,,2.8,504.0,,,241.0,125.0,,,-5.5,0.5,,,,,,0.001,,0.005,,,,0.001,1.51,,,1.16,,,0.104,,,,0.103,,,57.0,,
YT09DD0008,2016-04-18 12:20,142.0,,,46.9,,,,0.274,,,2.41,,,70.6,,,0.003,,,0.001,,,1.9,,0.02,,,0.343,,68.3,33.0,2.3,33.2,3.5,,0.09,,0.004,0.75,,,0.04,,,0.371,24.8,,,,1.24,,,,0.077,,,,0.08,,,,,0.005,,,,,,247.0,,,,,,,,,308.0,,,0.06,,,3.57,,,4.57,,,,18.6,,,104.0,,,0.634,,,,,7.89,,,0.002,,0.005,0.26,0.28,,,,,,8.04,,0.0077,0.0031,,0.001,,0.9,,,,,,,0.692,,,,,,,,,0.46,,3.1,,,0.04,,2.4,479.0,,,219.0,104.0,,,5.5,0.5,,,,,,0.002,,0.005,,0.25,,0.002,2.5,,,1.1,,,0.08,,,,0.098,,,42.1,,
YT09DD0008,2016-05-16 13:00,87.9,,,1040.0,,,,0.849,,,8.09,,,71.2,,,0.053,,,0.011,,,1.2,,0.02,,,1.35,37.0,,19.8,6.7,19.8,7.4,,1.83,,0.064,0.3,,,0.93,,,3.48,36.5,,,,7.33,,,,0.027,,,,0.06,,,,,0.152,,,,,,136.0,,,,,,,,,1900.0,,,0.947,,,45.8,,,4.42,,,10.6,,,,425.0,,,0.438,,,,,19.0,,,0.016,,0.029,0.39,0.37,,,,,,8.08,,0.15,0.003,,0.001,0.5,,,,,42.0,,,1.03,,,,,,,,,0.45,1.9,,,,0.509,1.1,,276.0,,,134.0,51.1,,,12.0,10.5,,,,,,0.012,,0.011,,12.7,,0.007,17.5,,,0.792,,,1.33,,,,1.43,,,170.0,,
YT09DD0008,2016-06-15 12:20,102.0,,,521.0,,,,0.145,,,1.29,,,54.8,,,0.027,,,0.001,,,1.1,,0.02,,,0.703,47.8,,23.6,3.5,23.7,3.9,,0.868,,0.005,0.14,,,0.11,,,2.91,8.2,,,,4.88,,,,0.02,,,,0.04,,,,,0.016,,,,,,184.0,,,,,,,,,258.0,,,0.461,,,1.64,,,6.36,,,15.6,,,,160.0,,,0.388,,,,,23.7,,,0.002,,0.005,0.17,0.13,,,,,,8.11,,0.0081,0.0008,,0.001,0.4,,,,,5.0,,,0.346,,,,,,,,,0.6,2.0,,,,0.015,1.4,,357.0,,,192.0,77.6,,,18.5,14.0,,,,,,0.003,,0.005,,0.68,,0.003,3.11,,,0.884,,,0.13,,,,0.742,,,114.0,,
YT09DD0008,2016-08-01 14:30,108.0,,,550.0,,,,0.213,,,1.95,,,60.7,,,0.028,,,0.003,,,0.6,,0.02,,,0.753,49.5,,24.7,4.8,25.0,5.3,,0.888,,0.013,0.28,,,0.19,,,2.64,16.5,,,,5.07,,,,0.022,,,,0.11,,,,,0.027,,,,,,195.0,,,,,,,,,413.0,,,0.468,,,3.01,,,5.97,,,16.4,,,,163.0,,,0.457,,,,,21.7,,,0.003,,0.005,0.24,0.2,,,,,,8.2,,0.0109,0.0005,,0.001,0.4,,,,,8.0,,,0.476,,,,,,,,,0.5,2.2,,,,0.03,1.5,,366.0,,,193.0,169.0,,,18.0,14.0,,,,,,0.003,,0.005,,1.67,,0.002,6.66,,,0.853,,,0.29,,,,0.77,,,119.0,,
YT09DD0008,2016-08-10 17:30,111.0,,,500.0,,,,0.282,,,2.63,,,62.4,,,0.025,,,0.007,,,1.2,,0.02,,,0.682,48.3,,25.4,5.4,25.7,6.0,,0.879,,0.038,0.29,,,0.42,,,2.03,23.2,,,,4.79,,,,0.02,,,,0.12,,,,,0.065,,,,,,184.0,,,,,,,,,750.0,,,0.464,,,4.34,,,5.44,,,15.4,,,,161.0,,,0.505,,,,,15.7,,,0.008,,0.015,0.3,0.23,,,,,,8.09,,0.0223,0.0012,,0.001,0.4,,,,,20.0,,,0.69,,,,,,,,,0.46,2.2,,,,0.054,1.4,,355.0,,,184.0,74.2,,,14.0,14.5,,,,,,0.007,,,,5.51,,0.004,15.3,,,0.868,,,0.69,,,,0.691,,,95.3,,
