DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY GRAN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,AMMONIA DISSOLVED,AMMONIA TOTAL,AMMONIA UNFILTERED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH DISSOLVED,BISMUTH TOTAL,BISMUTH TOTAL RECOVERABLE,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMINE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CERIUM TOTAL,CESIUM TOTAL,CHLORIDE DISSOLVED,CHLORIDE TOTAL,CHLOROPHYLL A EXTRACTABLE,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLIFORMS TOTAL,COLOUR APPARENT,COLOUR TRUE,COMPLEXED ALUMINUM,COMPLEXED COPPER,COMPLEXED IRON,COMPLEXED LEAD,COMPLEXED MANGANESE,COMPLEXED ZINC,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DISSOLVED NITROGEN NITRATE,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM TOTAL,GALLIUM TOTAL RECOVERABLE,GERMANIUM TOTAL,HAFNIUM TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM TOTAL,INDIUM TOTAL,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM DISSOLVED,LANTHANUM TOTAL,LANTHANUM TOTAL RECOVERABLE,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM DISSOLVED,LITHIUM TOTAL,LITHIUM TOTAL RECOVERABLE,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MERCURY SUSPENDED,MERCURY TOTAL,METHYL MERCURY,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NIOBIUM TOTAL,NITRITE AND NITRATE UNFILTERED,NITRITE/NITRATE,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED/UNFILTERED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,OXYGEN DISSOLVED % SATURATION (CALCD.),PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,POTASSIUM UNFILTERED,PRASEODYMIUM TOTAL,RUBIDIUM DISSOLVED,RUBIDIUM TOTAL,RUBIDIUM TOTAL RECOVERABLE,RUTHENIUM TOTAL,SAMARIUM TOTAL,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SIO2,SODIUM DISSOLVED,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM EXTRACTABLE/UNFILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SODIUM UNFILTERED,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE DISSOLVED,SULPHATE TOTAL,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM DISSOLVED,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TOTAL NITRATE,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE),TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,WATER DEPTH,YTTERBIUM TOTAL,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE,ZIRCONIUM TOTAL
2010-10-12 13:35:00,2010-AT0244-0066,NS01FD0031,1.09,20.0,,375.0,,,,,,,0.02,,,,0.22,,,,3.0,,,,0.02,,,,,,,,,,,,0.02,,,,,0.67,,,,,,13.6,,,,5.33,,,,0.2,,,,0.23,,,,133.0,,,,,,,,,,,0.28,,,0.02,,,,,,,,,,,,,,,0.36,,,,,,,0.46,,,,,,,,,0.54,,,,36.0,,,,,,,0.06,,,,,1.66,,,,,,,,0.31,,,,15.2,,,5.16,,0.01,,,,,,0.2,,,,,,,,,,,,0.08,,,,0.01,,,,,,,3.75,,,,,30.6,,8.0,,,1.22,,,,8.4,,,,0.01,,,,0.08,,,,4.47,,,,,,0.8,,,0.21,,,,0.41,,,,,,,2.3,,,
2010-10-12 15:00:00,2010-AT0244-0070,NS01FD0015,1.47,20.0,,477.0,,,,,,,0.02,,,,0.23,,,,3.0,,,,0.03,,,,,,,,,,,,0.02,,,,,0.74,,,,,,15.6,,,,5.67,,,,0.18,,,,0.12,,,,155.0,,,,,,,,25.4,,,0.27,,,0.02,,,,,,,,,,,,,,,0.41,,,,,,,0.5,,,,,,,,,0.65,,,,41.0,,,,,,,0.03,,,,,1.8,,,,,,,,0.42,,,,12.5,,,5.22,,0.01,,,,,,0.27,,,,,,,,,,,,0.1,,,,0.01,,,,,,,3.95,,,,,31.8,,9.0,,,1.13,,,,8.3,,,,0.01,,,,0.08,,,,2.74,,,,,,1.1,,,0.29,,,,0.4,,,,,,,2.5,,,
2010-10-13 13:03:00,2010-AT0513-0117,NS01EO0001,3.9,20.0,,95.0,,,,,,,0.01,,,,0.39,,,,7.0,,,,0.02,,,,,,,,,,,,0.01,,,,,1.59,,,,,,7.4,,,,6.3,,,,0.12,,,,0.05,,,,48.0,,,,,,,,36.0,,,0.27,,,0.02,,,,,,,,,,,,,,,0.3,,,,,,,0.11,,,,,,,,,0.74,,,,34.0,,,,,,,0.03,,,,,1.38,,,,,,,,0.22,,,,10.67,96.3,,6.6,6.4,0.007,,,,,,0.22,,,,,,,,,,,,0.07,,,,0.01,,,,,,,4.25,,,,,36.9,,10.0,,,1.67,,,,,10.78,,,0.01,,,,0.08,,,,0.76,,,,,,0.7,0.3,,0.01,,,,0.15,,,,,,,0.9,,,
2010-10-14 06:21:00,2010-AT0227-0008,PE01CD0050,84.77,86.1,,24.0,,,,,,,0.01,,,,0.67,,,,53.0,,,,0.01,,,,,,,,,,,,0.02,,,,,20.82,,,,3.5,,3.8,,,,13.8,,,,0.19,,,,0.03,,,,19.0,,,,,,,,,,,0.63,,,0.28,,,,,,,,,,,,,,,0.09,,,,,,,0.07,,,,,,,,,10.59,,,,22.0,,,,,,,0.03,,,,,0.5,,,,,,,,0.45,0.38,,,,,,8.22,,0.022,,,,,,1.25,,,,,,,,,,,,0.04,,,,0.01,,,,,,,8.41,,,,,220.0,,20.0,,,4.71,,,,,,,,0.01,,,,0.08,,,,0.32,,,,,,0.6,,,0.23,,,,0.34,,,,,,,2.1,,,
2010-10-14 12:52:00,2010-AT0513-0122,NS01FC0004,6.13,20.0,,146.0,,,,,,,0.03,,,,0.32,,,,7.0,,,,0.02,,,,,,,,,,,,0.02,,,,,2.11,,,,,,7.9,,,,7.96,,,,0.14,,,,0.03,,,,68.0,,,,,,,,41.0,,,0.25,,,0.03,,,,,,,,,,,,,,,0.18,,,,,,,0.22,,,,,,,,,0.77,,,,4.0,,,,,,,0.17,,,,,0.92,,,,,,,,0.3,,,,12.14,102.7,,6.95,5.88,0.006,,,,,,0.28,,,,,,,,,,,,0.06,,,,0.01,,,,,,,4.38,,,,,47.7,,10.0,,,2.03,,,,,8.06,,,0.01,,,,0.1,,,,1.1,,,,,,0.3,0.6,,0.16,,,,0.2,,,,,,,5.0,,,
2010-10-14 14:57:00,2010-AT0513-0124,NS01FB0001,11.85,20.0,,61.0,,,,,,,0.01,,,,0.27,,,,20.0,,,,0.02,,,,,,,,,,,,0.01,,,,,8.86,,,,,,3.0,,,,13.65,,,,0.11,,,,0.02,,,,19.0,,,,,,,,111.0,,,0.18,,,0.04,,,,,,,,,,,,,,,0.04,,,,,,,0.05,,,,,,,,,1.21,,,,2.0,,,,,,,0.2,,,,,0.26,,,,,,,,0.15,,,,12.04,103.4,,7.41,6.09,0.003,,,,,,0.38,,,,,,,,,,,,0.05,,,,0.01,,,,,,,9.12,,,,,113.2,,62.0,,,15.75,,,,,8.7,,,0.01,,,,0.08,,,,0.42,,,,,,0.3,0.5,,0.25,,,,0.15,,,,,,,0.6,,,
2010-10-15 11:48:00,2010-AT0513-0127,NS01DR0001,26.37,28.1,,16.0,,,,,,,0.01,,,,0.28,,,,17.0,,,,0.01,,,,,,,,,,,,0.01,,,,,19.55,,,,,,3.3,,,,218.3,,,,0.09,,,,0.07,,,,11.0,,,,,,,,768.8,,,0.51,,,0.17,,,,,,,,,,,,,,,0.06,,,,,,,0.09,,,,,,,,,2.18,,,,44.0,,,,,,,0.09,,,,,0.62,,,,,,,,0.33,,,,,102.9,,7.66,6.71,0.011,,,,,,0.72,,,,,,,,,,,,0.06,,,,0.01,,,,,,,124.7,,,,,767.0,,193.0,,,38.39,,,,,7.44,,,0.01,,,,0.08,,,,0.45,,,,,,0.6,1.5,,0.03,,,,0.1,,,,,,,0.7,,,
2010-10-18 12:00:00,2010-AT0087-0163,NS01ED0110,1.19,20.0,,187.0,,,,,,,0.02,,,,0.23,,,,3.0,,,,0.01,,,,,,,,,,,,0.02,,,,,0.89,,,,,,11.2,,,,4.46,,,,0.18,,,,0.3,,,,83.0,,,,,,,,,,,0.27,,,0.02,,,,,,,,,,,,,,,0.33,,,,,,,0.29,,,,,,,,,0.6,,,,75.0,,,,,,,0.03,,,,,1.81,,,,,,,,0.32,,,,,,,5.26,,0.009,,,,,,0.19,,,,,,,,,,,,0.05,,,,0.01,,,,,,,3.17,,,,,28.4,,6.0,,,1.46,,,,,,,,0.01,,,,0.08,,,,0.57,,,,,,0.5,,,0.01,,,,0.15,,,,,,,2.8,,,
2010-10-18 12:00:00,2010-AT0087-0164,NS01EE0014,0.0,20.0,,420.0,,,,,,,0.03,,,,0.54,,,,7.0,,,,0.06,,,,,,,,,,,,0.03,,,,,1.49,,,,,,28.6,,,,4.98,,,,0.23,,,,0.23,,,,265.0,,,,,,,,,,,0.2,,,0.02,,,,,,,,,,,,,,,0.52,,,,,,,0.68,,,,,,,,,0.84,,,,37.0,,,,,,,0.03,,,,,2.21,,,,,,,,0.4,,,,,,,4.46,,0.009,,,,,,0.44,,,,,,,,,,,,0.11,,,,0.01,,,,,,,3.37,,,,,43.2,,11.0,,,0.9,,,,,,,,0.01,,,,0.08,,,,2.9,,,,,,0.3,,,0.02,,,,0.48,,,,,,,3.8,,,
2010-10-18 12:00:00,2010-AT0087-0161,NS01ED0005,1.02,20.0,,359.0,,,,,,,0.04,,,,0.54,,,,5.0,,,,0.07,,,,,,,,,,,,0.01,,,,,1.0,,,,,,16.1,,,,4.94,,,,0.24,,,,0.17,,,,175.0,,,,,,,,,,,0.2,,,0.02,,,,,,,,,,,,,,,0.4,,,,,,,0.67,,,,,,,,,0.52,,,,27.0,,,,,,,0.04,,,,,1.76,,,,,,,,0.35,,,,,,,5.04,,0.011,,,,,,0.37,,,,,,,,,,,,0.09,,,,0.01,,,,,,,3.81,,,,,32.2,,6.0,,,1.17,,,,,,,,0.01,,,,0.08,,,,2.62,,,,,,1.1,,,0.07,,,,0.53,,,,,,,2.2,,,
2010-10-18 12:00:00,2010-AT0087-0162,NS01ED0111,1.05,20.0,,140.0,,,,,,,0.02,,,,0.2,,,,2.0,,,,0.01,,,,,,,,,,,,0.01,,,,,0.78,,,,,,9.2,,,,4.16,,,,0.17,,,,0.11,,,,52.0,,,,,,,,,,,0.17,,,0.02,,,,,,,,,,,,,,,0.27,,,,,,,0.08,,,,,,,,,0.56,,,,48.0,,,,,,,0.03,,,,,1.42,,,,,,,,0.2,,,,,,,5.41,,0.006,,,,,,0.19,,,,,,,,,,,,0.07,,,,0.01,,,,,,,2.95,,,,,25.2,,5.0,,,1.33,,,,,,,,0.01,,,,0.08,,,,0.37,,,,,,0.2,,,0.01,,,,0.08,,,,,,,1.9,,,
2010-10-19 10:00:00,2010-AT0488-0090,NS01DD0016,56.91,58.2,,207.0,,,,,,,0.04,,,,1.29,,,,29.0,,,,0.01,,,,,,,,,,,,0.01,,,,,35.63,,,,,,7.0,,,,31.39,,,,0.36,,,,0.16,,,,50.0,,,,,,,,,,,1.31,,,1.85,,,,,,,,,,,,,,,0.52,,,,,,,0.25,,,,,,,,,4.23,,,,38.0,,,,,,,1.49,,,,,2.89,,,,,,,,2.31,,,,,,,7.98,,0.242,,,,,,3.54,,,,,,,,,,,,0.12,,,,0.01,,,,,,,17.48,,,,5.7,316.0,,158.0,,,34.62,,,,,,,,0.01,,,,0.08,,,,1.78,,,,,,6.9,,,1.13,,,,1.38,,,,,,,1.5,,,
2010-10-19 14:30:00,2010-AT0488-0091,NS01EJ0157,27.58,29.1,,249.0,,,,,,,0.09,,,,0.79,,,,20.0,,,,0.01,,,,,,,,,,,,0.02,,,,,14.65,,,,,,7.1,,,,48.02,,,,0.44,,,,0.41,,,,47.0,,,,,,,,,,,2.01,,,0.26,,,,,,,,,,,,,,,0.89,,,,,,,0.69,,,,,,,,,2.51,,,,151.0,,,,,,,0.08,,,,,4.38,,,,,,,,0.59,,,,,,,7.74,,0.026,,,,,,2.14,,,,,,,,,,,,0.09,,,,0.01,,,,,,,30.47,,,,2.6,252.0,,44.0,,,14.14,,,,,,,,0.01,,,,0.08,,,,4.16,,,,,,4.8,,,0.09,,,,0.48,,,,,,,5.4,,,
2010-10-20 11:15:00,2010-AT0227-0007,PE01CB0143,93.54,95.3,,38.0,,,,,,,0.01,,,,0.69,,,,234.0,,,,0.01,,,,,,,,,,,,0.01,,,,,48.72,,,,1.5,,1.8,,,,22.25,,,,0.15,,,,0.03,,,,8.0,,,,,,,,,,,0.46,,,6.69,,,,,,,,,,,,,,,0.08,,,,,,,0.04,,,,,,,,,4.71,,,,21.0,,,,,,,0.03,,,,,0.42,,,,,,,,6.74,6.79,,,,,,8.22,,0.043,,,,,,1.54,,,,,,,,,,,,0.06,,,,0.01,,,,,,,10.29,,,,,336.0,,107.0,,,11.69,,,,,,,,0.01,,,,0.08,,,,0.5,,,,,,0.1,,,0.66,,,,4.31,,,,,,,1.3,,,
2010-10-21 11:08:00,2010-AT0513-0129,NS01EF0002,3.19,20.0,,244.0,,,,,,,0.02,,,,0.69,,,,5.0,,,,0.04,,,,,,,,,,,,0.03,,,,,1.99,,,,,,12.4,,,,6.69,,,,0.24,,,,0.2,,,,105.0,,,,,,,,40.0,,,0.77,,,0.02,,,,,,,,,,,,,,,0.39,,,,,,,0.24,,,,,,,,,0.76,,,,40.0,,,,,,,0.03,,,,,1.99,,,,,,,,0.31,,,,10.93,95.5,,6.2,5.36,0.012,,,,,,0.48,,,,,,,,,,,,0.06,,,,0.01,,,,,,,4.37,,,,,39.3,,10.0,,,2.27,,,,,9.41,,,0.01,,,,0.08,,,,1.49,,,,,,0.9,1.5,,0.09,,,,0.37,,,,,,,3.8,,,
2010-10-21 12:00:00,2010-AT0086-0005,NS01FC0013,1.41,20.0,,177.0,,,,,,,0.04,,,,0.32,,,,7.0,,,,0.01,,,,,,,,,,,,0.05,,,,,2.21,,,,,,9.8,,,,25.73,,,,0.15,,,,0.05,,,,72.0,,,,,,,,,,,0.67,,,0.02,,,,,,,,,,,,,,,0.26,,,,,,,0.51,,,,,,,,,0.9,,,,41.0,,,,,,,0.03,,,,,1.3,,,,,,,,0.38,,,,,,,5.6,,0.008,,,,,,0.31,,,,,,,,,,,,0.09,,,,0.01,,,,,,,15.91,,,,,101.9,,9.0,,,2.01,,,,,,,,0.01,,,,0.08,,,,0.8,,,,,,0.3,,,0.01,,,,0.22,,,,,,,6.2,,,
2010-10-21 12:00:00,2010-AT0086-0006,NS01FC0019,52.19,53.7,,17.0,,,,,,,0.06,,,,3.39,,,,18.0,,,,0.01,,,,,,,,,,,,0.01,,,,,25.08,,,,,,3.3,,,,97.98,,,,0.08,,,,0.03,,,,9.0,,,,,,,,,,,1.14,,,0.02,,,,,,,,,,,,,,,0.03,,,,,,,0.09,,,,,,,,,3.72,,,,38.0,,,,,,,0.46,,,,,0.26,,,,,,,,0.29,,,,,,,7.98,,0.009,,,,,,1.25,,,,,,,,,,,,0.09,,,,0.01,,,,,,,51.27,,,,,418.0,,46.0,,,10.06,,,,,,,,0.01,,,,0.08,,,,0.28,,,,,,0.2,,,0.17,,,,0.15,,,,,,,0.9,,,
2010-10-21 12:00:00,2010-AT0086-0007,NS01FC0032,2.61,20.0,,148.0,,,,,,,0.02,,,,0.17,,,,16.0,,,,0.01,,,,,,,,,,,,0.01,,,,,1.29,,,,,,7.0,,,,7.6,,,,0.04,,,,0.02,,,,35.0,,,,,,,,,,,0.28,,,0.02,,,,,,,,,,,,,,,0.14,,,,,,,0.17,,,,,,,,,0.57,,,,30.0,,,,,,,0.03,,,,,0.66,,,,,,,,0.34,,,,,,,6.37,,0.011,,,,,,0.36,,,,,,,,,,,,0.09,,,,0.01,,,,,,,5.28,,,,,39.1,,8.0,,,1.83,,,,,,,,0.01,,,,0.08,,,,1.01,,,,,,0.3,,,0.01,,,,0.15,,,,,,,1.1,,,
2010-10-22 09:28:00,2010-AT0513-0131,NS01EA0001,0.96,20.0,,411.0,,,,,,,0.04,,,,0.98,,,,4.0,,,,0.06,,,,,,,,,,,,0.05,,,,,1.75,,,,,,19.3,,,,5.87,,,,0.24,,,,0.27,,,,210.0,,,,,,,,44.0,,,0.69,,,0.02,,,,,,,,,,,,,,,0.42,,,,,,,0.8,,,,,,,,,0.6,,,,25.0,,,,,,,0.03,,,,,1.88,,,,,,,,0.41,,,,10.24,91.7,,4.89,4.4,0.013,,,,,,0.31,,,,,,,,,,,,0.12,,,,0.01,,,,,,,4.38,,,,,42.7,,9.0,,,3.48,,,,,10.44,,,0.01,,,,0.08,,,,2.97,,,,,,0.8,7.3,,0.11,,,,0.52,,,,,,,4.2,,,
2010-10-22 10:51:00,2010-AT0513-0132,NS01EC0005,0.0,20.0,,401.0,,,,,,,0.04,,,,0.56,,,,3.0,,,,0.07,,,,,,,,,,,,0.02,,,,,0.66,,,,,,25.2,,,,5.18,,,,0.18,,,,0.15,,,,257.0,,,,,,,,47.0,,,0.16,,,0.02,,,,,,,,,,,,,,,0.35,,,,,,,0.95,,,,,,,,,0.48,,,,8.0,,,,,,,0.03,,,,,1.47,,,,,,,,0.4,,,,10.72,95.0,,4.35,3.86,0.011,,,,,,0.29,,,,,,,,,,,,0.11,,,,0.01,,,,,,,3.71,,,,,45.2,,6.0,,,1.29,,,,,10.03,,,0.01,,,,0.08,,,,2.86,,,,,,0.8,2.5,,0.15,,,,0.53,,,,,,,2.2,,,
2010-10-22 12:00:00,2010-AT0391-0014,NB01BR0114,15.71,20.0,,151.0,,,,,,,0.02,,,,0.41,,,,49.0,,,,0.01,,,,,,,,,,,,0.01,,,,,6.48,,,,17.3,,16.9,,,,2.38,,,,0.22,,,,0.06,,,,143.0,,,,,,,,,,,0.17,,,0.02,,,,,,,,,,,,,,,0.43,,,,,,,0.14,,,,,,,,,0.92,,,,26.0,,,,,,,0.03,,,,,1.82,,,,,,,,0.33,,,,,,,7.36,,0.01,,,,,,0.42,,,,,,,,,,,,0.05,,,,0.01,,,,,,,2.96,,,,2.0,45.6,,40.0,,,1.54,,,,,,,,0.01,,,,0.08,,,,0.74,,,,,,1.2,,,0.04,,,,0.25,,,,,,,0.9,,,
2010-10-25 10:45:00,2010-AT0244-0075,NS01ED0073,1.86,20.0,,75.0,,,,,,,0.04,,,,0.61,,,,2.0,,,,0.02,,,,,,,,,,,,0.04,,,,,0.61,,,,,,5.4,,,,4.33,,,,0.12,,,,0.02,,,,27.0,,,,,,,,,,,0.13,,,0.02,,,,,,,,,,,,,,,0.04,,,,,,,0.21,,,,,,,,,0.41,,,,7.0,,,,,,,0.03,,,,,0.29,,,,,,,,0.18,,,,,,,6.31,,0.006,,,,,,0.28,,,,,,,,,,,,0.08,,,,0.01,,,,,,,3.28,,,,,24.3,,5.0,,,1.36,,,,,,,,0.01,,,,0.08,,,,0.46,,,,,,0.8,,,0.02,,,,0.19,,,,,,,1.0,,,
2010-10-25 10:50:00,2010-AT0244-0076,NS01ED0070,0.89,20.0,,380.0,,,,,,,0.06,,,,0.73,,,,6.0,,,,0.09,,,,,,,,,,,,0.07,,,,,0.98,,,,,,18.9,,,,5.23,,,,0.24,,,,0.18,,,,184.0,,,,,,,,,,,0.27,,,0.02,,,,,,,,,,,,,,,0.39,,,,,,,0.62,,,,,,,,,0.54,,,,35.0,,,,,,,0.03,,,,,1.33,,,,,,,,0.41,,,,,,,4.89,,0.011,,,,,,0.41,,,,,,,,,,,,0.1,,,,0.01,,,,,,,4.06,,,,,34.0,,8.0,,,0.89,,,,,,,,0.01,,,,0.08,,,,2.84,,,,,,1.3,,,0.06,,,,0.45,,,,,,,3.1,,,
2010-10-25 10:54:00,2010-AT0244-0077,NS01ED0085,0.68,20.0,,379.0,,,,,,,0.04,,,,0.67,,,,6.0,,,,0.09,,,,,,,,,,,,0.04,,,,,0.81,,,,,,18.1,,,,4.62,,,,0.22,,,,0.19,,,,179.0,,,,,,,,,,,0.25,,,0.02,,,,,,,,,,,,,,,0.38,,,,,,,0.67,,,,,,,,,0.51,,,,32.0,,,,,,,0.03,,,,,1.32,,,,,,,,0.4,,,,,,,4.84,,0.012,,,,,,0.36,,,,,,,,,,,,0.1,,,,0.01,,,,,,,3.72,,,,,32.0,,7.0,,,0.93,,,,,,,,0.01,,,,0.08,,,,2.84,,,,,,1.3,,,0.05,,,,0.48,,,,,,,2.8,,,
2010-10-25 10:58:00,2010-AT0244-0078,NS01ED0086,0.0,20.0,,409.0,,,,,,,0.05,,,,0.54,,,,6.0,,,,0.1,,,,,,,,,,,,0.22,,,,,0.78,,,,,,20.7,,,,4.71,,,,0.24,,,,0.2,,,,208.0,,,,,,,,,,,0.3,,,0.02,,,,,,,,,,,,,,,0.4,,,,,,,0.73,,,,,,,,,0.52,,,,26.0,,,,,,,0.03,,,,,1.35,,,,,,,,0.39,,,,,,,4.62,,0.01,,,,,,0.35,,,,,,,,,,,,0.08,,,,0.01,,,,,,,3.65,,,,,35.8,,7.0,,,0.93,,,,,,,,0.01,,,,0.08,,,,3.18,,,,,,1.3,,,0.05,,,,0.51,,,,,,,3.7,,,
2010-10-25 11:05:00,2010-AT0244-0079,NS01ED0076,1.81,20.0,,68.0,,,,,,,0.05,,,,1.53,,,,1.0,,,,0.01,,,,,,,,,,,,0.08,,,,,1.01,,,,,,6.8,,,,6.47,,,,0.12,,,,0.1,,,,43.0,,,,,,,,,,,0.38,,,0.02,,,,,,,,,,,,,,,0.23,,,,,,,0.32,,,,,,,,,0.56,,,,56.0,,,,,,,0.03,,,,,1.25,,,,,,,,0.27,,,,,,,6.19,,0.013,,,,,,0.32,,,,,,,,,,,,0.07,,,,0.01,,,,,,,4.62,,,,,33.4,,6.0,,,1.76,,,,,,,,0.01,,,,0.08,,,,0.58,,,,,,0.9,,,0.01,,,,0.2,,,,,,,1.4,,,
2010-10-25 11:12:00,2010-AT0244-0081,NS01ED0007,0.77,20.0,,234.0,,,,,,,0.04,,,,0.59,,,,3.0,,,,0.05,,,,,,,,,,,,0.03,,,,,0.67,,,,,,10.9,,,,4.64,,,,0.17,,,,0.16,,,,104.0,,,,,,,,,,,0.24,,,0.02,,,,,,,,,,,,,,,0.3,,,,,,,0.45,,,,,,,,,0.43,,,,32.0,,,,,,,0.03,,,,,1.07,,,,,,,,0.29,,,,,,,5.19,,0.014,,,,,,0.35,,,,,,,,,,,,0.05,,,,0.01,,,,,,,3.5,,,,,27.6,,5.0,,,1.46,,,,,,,,0.01,,,,0.08,,,,1.43,,,,,,1.2,,,0.04,,,,0.36,,,,,,,1.9,,,
2010-10-25 11:17:00,2010-AT0244-0083,NS01ED0047,0.8,20.0,,228.0,,,,,,,0.03,,,,0.62,,,,3.0,,,,0.05,,,,,,,,,,,,0.04,,,,,0.65,,,,,,10.3,,,,4.47,,,,0.17,,,,0.16,,,,98.0,,,,,,,,,,,0.24,,,0.02,,,,,,,,,,,,,,,0.29,,,,,,,0.44,,,,,,,,,0.42,,,,32.0,,,,,,,0.03,,,,,1.04,,,,,,,,0.28,,,,,,,5.19,,0.01,,,,,,0.34,,,,,,,,,,,,0.08,,,,0.01,,,,,,,3.49,,,,,26.8,,5.0,,,1.43,,,,,,,,0.01,,,,0.08,,,,1.33,,,,,,1.1,,,0.04,,,,0.36,,,,,,,2.0,,,
